PropertyHintId,CountryIds,TagKey,TagValue
lastFourDigits,,accessibilityName,Last four digits of card number
cvv,,accessibilityName,CVV
,,col-3,col-3
,,help.dialog-large,dialog-large
,,maxLengthMessage,Maximum length for CVV field reached.
,,help.closeButtonAccessibilityName,"CVV is the Card Verification Value on your credit or debit card. On Visa, MasterCard and Discover cards, CVV is the last 3 numbers on the back of your card. On American Express cards, CVV is a 4 digit number on the front of the card, above the main card number. Close."
,,help.accessibilityName,''
,,help.linkAccessibilityName,What is a CVV?
challengeCvv,,accessibilityName,CVV
,,col-3,col-3
,,help.dialog-large,dialog-large
,,maxLengthMessage,Maximum length for CVV field reached.
,,help.closeButtonAccessibilityName,"CVV is the Card Verification Value on your credit or debit card. On Visa, MasterCard and Discover cards, CVV is the last 3 numbers on the back of your card. On American Express cards, CVV is a 4 digit number on the front of the card, above the main card number. Close."
,,help.accessibilityName,''
,,help.linkAccessibilityName,What is a CVV?
cvvCup,,accessibilityName,CV/N2
,,col-3,col-3
,,help.dialog-medium,dialog-medium
,,maxLengthMessage,Maximum length for field reached.
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,CV/N2
cvv3,,accessibilityName,CVV
,,col-3,col-3
,,maxLengthMessage,Maximum length for CVV field reached.
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,CVV
cvv4,,accessibilityName,CVV
,,col-3,col-3
,,maxLengthMessage,Maximum length for CVV field reached.
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,CVV
creditCardsCVV3Image,,accessibilityName,Card verification code location image
creditCardsCVV4Image,,accessibilityName,Card verification code location image for Amex card
cupPhoneNumber,,accessibilityName,Bank associated Mobile Number
smsChallengeCode,,accessibilityName,Enter the code
smsChallengeCodeOtp,,accessibilityName,Enter the code
smsNewCodeLink,,accessibilityName,Send me a new code
paymentChangeButton,,accessibilityName,Change
,,action-trigger,action-trigger
addressLine1,,accessibilityName,Address line 1
addressLine2,,accessibilityName,Address line 2 (Optional)
addressLine3,,accessibilityName,Address line 3
addressCity,,accessibilityName,City
addressCitySolo,{}AddressCityM,accessibilityName,City
addressCityAfterPostal,{}AddressCityM,accessibilityName,City
addressCityBeforePostal,{}AddressCityM,accessibilityName,City
addressCounty,,accessibilityName,County (Optional)
addressPostalCode,{}AddressPostalCodeM,accessibilityName,Postal Code
addressPostalCodeSolo,{}AddressPostalCodeM,accessibilityName,Postal Code
addressPostalCodeSolo,{}AddressPostalCodeO,accessibilityName,Postal Code
addressPostalCodeAfterCity,{}AddressPostalCodeM,accessibilityName,Postal Code
addressPostalCodeBeforeSetDefault,{}AddressPostalCodeM,accessibilityName,Postal Code
addressPostalCode,{}AddressPostalCodeO,accessibilityName,Postal Code (Optional)
addressPostalCode,US,accessibilityName,ZIP code
addressPostalCode,SE,accessibilityName,Postal Code
addressPostalCode,BR,accessibilityName,Postal Code
nextButton,,accessibilityName,Next
submitButton,,accessibilityName,Submit
confirmButton,,accessibilityName,Confirm
saveButton,,accessibilityName,Save
cancelButton,,accessibilityName,Cancel
nextButton,,accessibilityName,Next
okNextButton,,accessibilityName,Ok
taxCpfProperty,,accessibilityName,CPF
taxCnpjProperty,,accessibilityName,CNPJ
taxVatIdProperty,,accessibilityName,Tax ID
taxIndiaStateGstIdProperty,,accessibilityName,GST ID
taxIndiaPanIdProperty,,accessibilityName,PAN ID
taxVatIdProperty,,accessibilityName,VAT ID
taxCanadianFederalExemptProperty,,accessibilityName,Canadian Federal Tax Exempt Certificate No.
taxCanadianProvinceExemptProperty,,accessibilityName,Canadian Province Tax Exempt Certificate No.
taxUsExemptProperty,,accessibilityName,US Tax Exempt Certificate No.
taxVatIdProperty,au,accessibilityName,ABN
taxVatIdProperty,nz,accessibilityName,GST Registration No.
directDebitAchAccountholderName,,accessibilityName,Name on account
directDebitAchAccountType,,theme,windows
,,accessibilityName,Type
directDebitAchAccount,,accessibilityName,Account number
,,col-6,col-6
,,help.closeButtonAccessibilityName,This is the account number on the check. Close.
,,help.accessibilityName,''
directDebitAchBankCode,,accessibilityName,Routing number
,,col-6,col-6
,,help.closeButtonAccessibilityName,This is the routing number on the check. Close.
,,help.accessibilityName,''
achAccountNumberImage,,accessibilityName,Account number
achRoutingNumberImage,,accessibilityName,Routing number
achTermCheckbox,,accessibilityName,"By checking this box, you authorize (A) Microsoft Payments Ltd. (""Microsoft"") to send instructions to your bank to debit your account, and (B) your bank to debit your account in accordance with the instructions of Microsoft. As part of your rights, you are entitled to a refund from your bank under the terms and conditions of your agreement with your bank. A refund must be claimed within 8 weeks starting from the date on which your account was debited. Your rights are explained in a statement that you can obtain from your bank."
directDebitAchChallengeAmount,,accessibilityName,Enter the deposit amount
directDebitSepaAccountholderName,,accessibilityName,Name on account
directDebitSepaAccount,,accessibilityName,IBAN number
directDebitSepaBankCode,,accessibilityName,BIC
directDebitSepaBankName,,accessibilityName,Bank name
directDebitSepaPopupText,,bold,text-bold
directDebitSepaChallengeAmount,,accessibilityName,Enter the deposit amount
yesNextButton,,accessibilityName,Next
saveNextButton,,accessibilityName,Next
creditCardsummaryGroup,,summary-group,summary-group
creditCardUpdatesummaryGroup,,summary-group,summary-group
creditCardCupsummaryGroup,,summary-group,summary-group
debitCardCupsummaryGroup,,summary-group,summary-group
creditCardCupUpdatesummaryGroup,,summary-group,summary-group
debitCardCupUpdatesummaryGroup,,summary-group,summary-group
directDebitAchsummaryGroup,,summary-group,summary-group
directDebitSepasummaryGroup,,summary-group,summary-group
klarnaAddSummaryGroup,,summary-group,summary-group
addressSummaryGroup,,summary-group,summary-group
idealBillingAgreementText2,,bold,text-bold
idealredirectMessageLine2Text2,,bold,text-bold
paypalText2,,bold,text-bold
paypalSignInText,,text-align-center,text-align-center
idealBillingAgreementTextGroup,,bottom-text,bottom-text
directDebitChallengeSubheading,,subheading-text,subheading-text
microsoftPrivacyTextGroup,,privacy-text-group,privacy-text-group
cancelButtonFullSize,,accessibilityName,Cancel
,,button-full-width,button-full-width
paypalTryAnotherWayButton,,accessibilityName,I'll use another way to pay
,,button-full-width,button-full-width
paypalTryAgainButton,,accessibilityName,I'll try signing in again
,,button-full-width,button-full-width
paypalYesButton,,accessibilityName,"Yes, let's wrap things up"
,,button-full-width,button-full-width
paypalNoButton,,accessibilityName,"No, I want to try again"
,,button-full-width,button-full-width
idealYesButton,,accessibilityName,Yes
sepaYesButton,,accessibilityName,"Yes, let's wrap things up"
,,button-full-width,button-full-width
sepaTryAgainButton,,accessibilityName,"No, I want to try again"
,,button-full-width,button-full-width
non_sim_mobi_phone_operator,,accessibilityName,Pick your mobile operator
,,theme,windows
non_sim_mobi_phone_number,,accessibilityName,Your Phone Number
alipayBillingAgreementAccountType,,accessibilityName,Alipay account type
,,theme,windows
alipayBillingAgreementAccountId,,accessibilityName,Alipay account
alipayBillingAgreementPhone,,accessibilityName,Alipay associated mobile number
alipayBillingAgreementLastFiveCertNo,,accessibilityName,National ID last 5 digits
alipayBillingAgreementTOULink,,accessibilityName,Alipay Terms Of Use
alipayBillingAgreementFooterStaticText2,,bold,text-bold
alipayQrCodeChallengeImage,,image-large,image-large
alipayQrCodeChallengeImage,,accessibilityName,Alipay QR code
,,image-qrCode,image-qrCode
,,image-alipayQrCode,image-alipayQrCode
alipayContinueButton,,accessibilityName,Continue
non_sim_mobi_footer2,,bold,text-bold
noProfileAddressText,,bold,text-bold
newPaymentMethodLink,,accessibilityName,Add a new payment method
,,action-trigger,action-trigger
,,button-full-width,button-full-width
firstName,,accessibilityName,First name
lastName,,accessibilityName,Last name
klarnaFirstName,,accessibilityName,First name
klarnaLastName,,accessibilityName,Last name
emailAddress,,accessibilityName,Email address
klarnaPersonalNumber,,accessibilityName,Personal number
klarnaPersonalNumber,{}KlarnaCountriesWithCheckboxAndGender,accessibilityName,Date of birth
klarnaPersonalNumber,nl,accessibilityName,Date of birth
klarnaPhoneNumber,,accessibilityName,Phone number
klarnaEmailAddress,,accessibilityName,Email
klarnaGender,,accessibilityName,Gender
,,theme,windows
klarnaAddressLine1,,accessibilityName,Street name
klarnaAddressLine2,,accessibilityName,House number
klarnaAddressPostalCode,,accessibilityName,ZIP code
klarnaTermCheckbox,,accessibilityName,I agree to the transfer of Klarna of the data required for processing the selected Klarna payment method and an identity and creditworthiness check. I can revoke my consent at any time with effect for the future. The terms and conditions of the dealer apply.
klarnaTermsLink,,accessibilityName,Klarna Terms and Conditions
klarnaConsentLink,,accessibilityName,Klarna consent
addKlarnaSubHeading1,,bold,text-bold
klarnaLogo,,accessibilityName,Klarna
,,logoBlock,logoBlock
klarnaCheckoutNextString,,bold,text-bold
3dsChallengeText2,,bold,text-bold
3dsPickAnotherWayText2,,bold,text-bold
idealBillingAgreementSelectBank,,accessibilityName,Choose your bank
paymentMethodSelectHeading,,accessibilityName,Pick a payment method
paymentMethod,,accessibilityName,Payment Methods
paymentInstrument,,accessibilityName,Payment Instruments
backupPaymentInstrument,,accessibilityName,Payment Instruments
paymentInstrumentSelection,,accessibilityName,Payment Selection
backupPaymentInstrumentSelection,,accessibilityName,Backup Payment Selection
cancelBackButton,,accessibilityName,Back
continueRedirectButton,,accessibilityName,Continue
continueSubmitButton,,accessibilityName,Continue
buyButton,,accessibilityName,Buy
addressGroup,,accessibilityName,AddressGroup
shippingAddressPhoneNumber,,accessibilityName,Phone number
suggestAddressBackButton,,accessibilityName,Back
addressPage1BackButton,,accessibilityName,Back
suggestedAddresses,,accessibilityName,Suggested Addresses
addressSuggested,,accessibilityName,Suggested Addresses
setDefaultAddressCheckBox,,accessibilityName,Set as default shipping address
setDefaultAddressCheckBoxAfterCountry,,accessibilityName,Set as default shipping address
setDefaultAddressCheckBoxAfterGroup,,accessibilityName,Set as default shipping address
addressPreviousButton,,accessibilityName,Back
listAddresses,,accessibilityName,listAddresses
backCancelButton,,accessibilityName,Back
viewTermsButton,,accessibilityName,View terms
globalPIQrCodeScanText,,bold,text-bold
globalPIQrCodeScannedText,,bold,text-bold
globalPIQrCodeCancelButton,,accessibilityName,Back
globalPIQrCodeImage,,accessibilityName,Global PI QR code image
,,image-qrCode,image-qrCode
,,image-large,image-large
globalPIQrCodeSecondImage,,accessibilityName,Global PI QR code image
,,image-qrCode,image-qrCode
,,image-large,image-large
globalPIQrCodeHeadingGroup,,globalPIQrCode-HeadingGroup,globalPIQrCode-HeadingGroup
globalPIQrCodeHeading,,Use Paysafecard,Use Paysafecard
globalPIQrCodeLogo,,image-qrCode-logo,image-qrCode-logo
microsoft_privacy_static_text_globalPIqrcode,,globalPIqrcode-privacyText,globalPIqrcode-privacyText
globalPIQrCodeRedirectButton,,accessibilityName,Go to Paysafe
globalPIQrCodeRedirectButtonPage2,,accessibilityName,Go to Paysafe
globalPIQrCodeMovePrevCancelButton,,accessibilityName,Back
paypalAccount,,accessibilityName,Email address
paypalPassword,,accessibilityName,Password
paypalQrCodeSignInButton,,accessibilityName,Next
paypalQrCodeCancelButton,,accessibilityName,Back
paypalQrCodeBackButton,,accessibilityName,Back
paypalQrCodeRedirectButton,,accessibilityName,Go to PayPal
paypalQrCodeWebviewCancelButton,,accessibilityName,Back
paypalQrCodeNextButton,,accessibilityName,Next
okActionButton,,accessibilityName,OK
changeSinglePIButton,,accessibilityName,Change
hiddenCancelBackButton,,accessibilityName,Back
okButton,,accessibilityName,OK
addressSuggested,,accessibilityName,We suggest
addressEntered,,accessibilityName,Current address
addressUseButton,,accessibilityName,Use this address
addressChangeButton,,accessibilityName,Change
addressBackButton,,accessibilityName,Back
separator,,rewards-separator,rewards-separator
pointsRedemptionContentLine3,,light-gray,light-gray
useCsvContentLine2,,gray,gray
selectMSRewardsPage,,border,border
useRedeemPoints,,accessibilityName,Use Redeem points
useCsv,,accessibilityName,Use CSV balance
selectChallengeTypeMSRewardsChallengePreference,,accessibilityName,Contact method
redeemMSRewardsPhoneChallengePhoneNumber,,accessibilityName,Phone number
redeemMSRewardsPhoneChallengeEditPhoneButton,,accessibilityName,Edit phone
redeemMSRewardsPhoneChallengeSendCodeButton,,accessibilityName,Send code
solveCode,,accessibilityName,Challenge code
msRewardsNewCodeButton,,accessibilityName,Resend code
