PropertyHintId,CountryIds,TagKey,TagValue
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,Card Logos
creditCardNHLogo,,accessibilityName,NH
,,logoBlock,logoBlock
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,Card Logos
creditCardHanaLogo,,accessibilityName,Hana
,,logoBlock,logoBlock
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,Card Logos
creditCardCITILogo,,accessibilityName,CITI
,,logoBlock,logoBlock
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,Card Logos
creditCardJejuLogo,,accessibilityName,Jeju
,,logoBlock,logoBlock
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,Card Logos
creditCardWooriLogo,,accessibilityName,Woori
,,logoBlock,logoBlock
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,Card Logos
creditCardSuhyupLogo,,accessibilityName,Suhyup
,,logoBlock,logoBlock
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,Card Logos
creditCardJeonbokLogo,,accessibilityName,Jeonbok
,,logoBlock,logoBlock
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,Card Logos
creditCardKwangjuLogo,,accessibilityName,Kwangju
,,logoBlock,logoBlock
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,Card Logos
creditCardShinhyupLogo,,accessibilityName,Shinhyup
,,logoBlock,logoBlock
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,Card Logos
cardholderName,,accessibilityName,Cardholder Name
cardNumber,,accessibilityName,Card number
,,maxLengthMessage,Maximum length for card number field reached.
cardNumberAmex,,accessibilityName,Card number
,,maxLengthMessage,Maximum length for card number field reached.
cardNumberCup,,accessibilityName,Card number
,,maxLengthMessage,Maximum length for card number field reached.
cvv,,accessibilityName,CVV
,,col-3,col-3
,,help.dialog-large,dialog-large
,,maxLengthMessage,Maximum length for CVV field reached.
,,help.closeButtonAccessibilityName,"CVV is the Card Verification Value on your credit or debit card. On Visa, MasterCard and Discover cards, CVV is the last 3 numbers on the back of your card. On American Express cards, CVV is a 4 digit number on the front of the card, above the main card number. Close."
,,help.accessibilityName,''
,,help.linkAccessibilityName,What is a CVV?
cvvCup,,accessibilityName,CV/N2
,,col-3,col-3
,,help.dialog-medium,dialog-medium
,,maxLengthMessage,Maximum length for field reached.
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,CV/N2
creditCardsCVV3Image,,accessibilityName,Card verification code location image
creditCardsCVV4Image,,accessibilityName,Card verification code location image for Amex card
cupPhoneNumber,,accessibilityName,Bank associated Mobile Number
addressFirstName,,accessibilityName,First Name
addressLastName,,accessibilityName,Last Name
addressLine1,,accessibilityName,Address line 1
addressLine2,,accessibilityName,Address line 2 (Optional)
addressLine3,,accessibilityName,Address line 3
addressCity,,accessibilityName,City
addressCity,au,accessibilityName,Suburb
addressCounty,,accessibilityName,County (Optional)
addressPostalCode,{}AddressPostalCodeM,accessibilityName,Postal Code
addressPostalCode,{}AddressPostalCodeO,accessibilityName,Postal Code (Optional)
addressPostalCode,hn,accessibilityName,Postal Code
addressPostalCode,kw,accessibilityName,Postal Code
addressPostalCode,ni,accessibilityName,Postal Code
addressPostalCode,sv,accessibilityName,Postal Code
addressPostalCode,US,accessibilityName,ZIP code
saveButton,,accessibilityName,Save
cancelButton,,accessibilityName,Cancel
saveNextButton,,accessibilityName,Next
addressSummaryGroup,,summary-group,summary-group
directDebitChallengeSubheading,,subheading-text,subheading-text
microsoftPrivacyTextGroup,,privacy-text-group,privacy-text-group
non_sim_mobi_footer2,,bold,text-bold
noProfileAddressText,,bold,text-bold
newPaymentMethodLink,,accessibilityName,Add a new payment method
,,action-trigger,action-trigger
remainingBalanceText,,font,paragraph-5
paymentInstrumentSelection,,font,paragraph-5
paymentInstrumentBalance,,font,paragraph-5
backupPaymentInstrumentSelection,,font,paragraph-5
backupPaymentInstrumentBalance,,font,paragraph-5
backupPaymentSelectHeading,,font,heading-5
paypalText2,,bold,text-bold
paymentSelectionChangeGroup,,pi-container,pi-container
backupSelectionGroup,,pi-container,pi-container
paymentSelectionGroup,,pi-container,pi-container
paymentInstrumentShowPi,,theme,windows
,,accessibilityName,Payment methods
paymentInstrumentItemCCExpiredLabel,,warning,text-warning
saveWithValidationButton,,accessibilityName,Save
paymentInstrumentShowPIChangeLink,,accessibilityName,Change
