ContainerHintId,CountryIds,DisplaySequenceId,DisplayType,DisplayName,LayoutOrientation,LayoutAlignment,ShowDisplayName,IsSubmitGroup,Extend,FirstButtonGroup,ExtendButtonGroup,ContainerDescription,DisplayConditionFunctionName,DataCollectionSource,DataCollectionFilterFunctionName,StyleHints
smsChallengePage,,smsChallengePageSequence,page,SMSChallengePage,,,,,,,,,,,,"gap-small"
smsChallengeOtpPage,,smsChallengeOtpPageSequence,page,SMSChallengeOTPPage,,,,,,,,,,,,"gap-small"
smsChallengeExplanationPage,,smsChallengeExplanationPageSequence,page,PurchaseSMSChallengeExplanationPage,,,,,,,,,,,,"gap-small"
cancelOkActionGroup,,cancelOkActionGroupSequence,group,,inline,,,TRUE,,,,,,,,"dock-bottom, gap-medium"
directDebitAchAddPage,,directDebitAchAddPageSequence,page,AccountDetailsPage,,,,,,,,,,,,
directDebitAchUpdatePage,,directDebitAchUpdatePageSequence,page,AccountDetailsPage,,,,,,,,,,,,
achPicvChallengePage,,achPicvChallengePageSequence,page,VerifyAccountPage,,,,,,,,,,,,
sepaPicvChallengePage,,sepaPicvChallengePageSequence,page,VerifyAccountPage,,,,,,,,,,,,
alipayQrCodeChallengePage,,alipayQrCodeChallengePageSequence,page,VerifyAccountPage,,,,,,,,,,,,
alipayQrCodeChallengeLoginTextGroup,,alipayQrCodeChallengeLoginTextGroupSequence,textgroup,,,,,,,,,,,,,
alipayCancelSuccessGroup,,alipayCancelSuccessGroupSequence,group,,inline,,,TRUE,,,,,,,,
directDebitSepaAddPage,,directDebitSepaAddPageSequence,page,AccountDetailsPage,,,,,,,,,,,,
directDebitSepaUpdatePage,,directDebitSepaUpdatePageSequence,page,AccountDetailsPage,,,,,,,,,,,,
klarnaAddSummaryGroup,,klarnaAddSummaryGroupSequence,group,,,,,,,,,,,,,
paymentInstrumentSelectPage,,paymentInstrumentSelectPageSequence,page,PaymentInstrumentSelectionPage,,,,,,,,,,,,
noPaymentInstrumentSelectPage,,noPaymentInstrumentSelectPageSequence,page,NoPaymentInstrumentSelectionPage,,,,,,,,,,,,
paymentInstrumentTokenizationTextGroup,,paymentInstrumentTokenizationTextGroupSequence,textgroup,,,,,,,,,,,,,
backupPaymentSelectPage,,backupPaymentSelectPageSequence,page,BackupPaymentSelectionPage,,,,,,,,,,,,
singlePaymentSelectPage,,singlePaymentSelectPageSequence,page,SinglePaymentSelectionPage,,,,,,,,,,,,
singlePaymentDisplayGroup,,singlePaymentDisplayGroupSequence,group,,inline,,,,,,,,,,,
singleBackupSelectPage,,singleBackupSelectPageSequence,page,SinglePaymentSelectionBackupPage,,,,,,,,,,,,
paymentMethodSelectPage,,paymentMethodSelectPageSequence,page,PaymentMethodSelectionPage,,,,,,,,,,,,
paypalPage,,paypalPageSequence,page,RedirectConfirmPage,,,,,,,,,,,,
venmoPage,,venmoPageSequence,page,RedirectConfirmPage,,,,,,,,,,,,
klarnaAddPage,,klarnaAddPageSequence,page,AccountDetailsPage,,,,,,,,,,,,
klarnaAddSummaryPage,,klarnaAddSummaryPageSequence,page,AccountSummaryPage,,,,,,,,,,,,
alipayEmailBillingAgreementPage,,alipayEmailBillingAgreementPageSequence,page,AccountDetailsPage,,,,,,,,,,,,
alipayMobileBillingAgreementPage,,alipayMobileBillingAgreementPageSequence,page,AccountDetailsPage,,,,,,,,,,,,
alipayQrCodeBillingAgreementPage,,alipayQrCodeBillingAgreementPageSequence,page,AccountDetailsPage,,,,,,,,,,,,
nonSimMobiPage,,nonSimMobiPageSequence,page,AccountDetailsPage,,,,,,,,,,,,
profilePrerequisitesPage,,profilePrerequisitesPageSequence,page,ProfileDetailsPage,,,,,,,,,,,,
addressA1A2A3CtStPcCoWithButtonPage,,addressA1A2A3CtStPcCoWithButtonPageSequence,page,AddressDetailsPage,,,,,,,,,,,,
addressA1A2CtCnPcCoWithButtonPage,,addressA1A2CtCnPcCoWithButtonPageSequence,page,AddressDetailsPage,,,,,,,,,,,,
addressA1A2CtCoWithButtonPage,,addressA1A2CtCoWithButtonPageSequence,page,AddressDetailsPage,,,,,,,,,,,,
addressA1A2CtDtPcCoWithButtonPage,,addressA1A2CtDtPcCoWithButtonPageSequence,page,AddressDetailsPage,,,,,,,,,,,,
addressA1A2CtPcCoWithButtonPage,,addressA1A2CtPcCoWithButtonPageSequence,page,AddressDetailsPage,,,,,,,,,,,,
addressA1A2CtPcStCoWithButtonPage,,addressA1A2CtPcStCoWithButtonPageSequence,page,AddressDetailsPage,,,,,,,,,,,,
addressA1A2CtPvPcCoWithButtonPage,,addressA1A2CtPvPcCoWithButtonPageSequence,page,AddressDetailsPage,,,,,,,,,,,,
addressA1A2PcPvCtCoWithButtonPage,,addressA1A2PcPvCtCoWithButtonPageSequence,page,AddressDetailsPage,,,,,,,,,,,,
addressA1A2CtStPcCoWithButtonPage,,addressA1A2CtStPcCoWithButtonPageSequence,page,AddressDetailsPage,,,,,,,,,,,,
addressA1A2PcStCtCoWithButtonPage,,addressA1A2PcStCtCoWithButtonPageSequence,page,AddressDetailsPage,,,,,,,,,,,,
addressA1A2DtCtStPcCoWithButtonPage,,addressA1A2DtCtStPcCoWithButtonPageSequence,page,AddressDetailsPage,,,,,,,,,,,,
addressA1A2PcCtCoWithButtonPage,,addressA1A2PcCtCoWithButtonPageSequence,page,AddressDetailsPage,,,,,,,,,,,,
addressA1CtPcCoWithButtonPage,,addressA1CtPcCoWithButtonPageSequence,page,AddressDetailsPage,,,,,,,,,,,,
addressA1CtPcStCoWithButtonPage,,addressA1CtPcStCoWithButtonPageSequence,page,AddressDetailsPage,,,,,,,,,,,,
addressCoCtA1A2WithButtonPage,,addressCoCtA1A2WithButtonPageSequence,page,AddressDetailsPage,,,,,,,,,,,,
addressCoPcStCtA1A2WithButtonPage,,addressCoPcStCtA1A2WithButtonPageSequence,page,AddressDetailsPage,,,,,,,,,,,,
addressCoPvCtDtA1A2PcWithButtonPage,,addressCoPvCtDtA1A2PcWithButtonPageSequence,page,AddressDetailsPage,,,,,,,,,,,,
addressPcStCtA1A2CoWithButtonPage,,addressPcStCtA1A2CoWithButtonPageSequence,page,AddressDetailsPage,,,,,,,,,,,,
profileAddressA1A2A3CtStPcCoPage,,profileAddressA1A2A3CtStPcCoPageSequence,page,AddressDetailsPage,,,,,,,,,,,,
profileAddressA1A2CtCnPcCoPage,,profileAddressA1A2CtCnPcCoPageSequence,page,AddressDetailsPage,,,,,,,,,,,,
profileAddressA1A2CtCoPage,,profileAddressA1A2CtCoPageSequence,page,AddressDetailsPage,,,,,,,,,,,,
profileAddressA1A2CtDtPcCoPage,,profileAddressA1A2CtDtPcCoPageSequence,page,AddressDetailsPage,,,,,,,,,,,,
profileAddressA1A2PcPvCtCoPage,,profileAddressA1A2PcPvCtCoPageSequence,page,AddressDetailsPage,,,,,,,,,,,,
profileAddressA1A2CtPcCoPage,,profileAddressA1A2CtPcCoPageSequence,page,AddressDetailsPage,,,,,,,,,,,,
profileAddressA1A2CtPcStCoPage,,profileAddressA1A2CtPcStCoPageSequence,page,AddressDetailsPage,,,,,,,,,,,,
profileAddressA1A2CtPvPcCoPage,,profileAddressA1A2CtPvPcCoPageSequence,page,AddressDetailsPage,,,,,,,,,,,,
profileAddressA1A2CtStPcCoPage,,profileAddressA1A2CtStPcCoPageSequence,page,AddressDetailsPage,,,,,,,,,,,,
profileAddressA1A2PcStCtCoPage,,profileAddressA1A2PcStCtCoPageSequence,page,AddressDetailsPage,,,,,,,,,,,,
profileAddressA1A2DtCtStPcCoPage,,profileAddressA1A2DtCtStPcCoPageSequence,page,AddressDetailsPage,,,,,,,,,,,,
profileAddressA1A2PcCtCoPage,,profileAddressA1A2PcCtCoPageSequence,page,AddressDetailsPage,,,,,,,,,,,,
profileAddressA1CtPcCoPage,,profileAddressA1CtPcCoPageSequence,page,AddressDetailsPage,,,,,,,,,,,,
profileAddressA1CtPcStCoPage,,profileAddressA1CtPcStCoPageSequence,page,AddressDetailsPage,,,,,,,,,,,,
profileAddressCoCtA1A2Page,,profileAddressCoCtA1A2PageSequence,page,AddressDetailsPage,,,,,,,,,,,,
profileAddressCoPcStCtA1A2Page,,profileAddressCoPcStCtA1A2PageSequence,page,AddressDetailsPage,,,,,,,,,,,,
profileAddressCoPvCtDtA1A2PcPage,,profileAddressCoPvCtDtA1A2PcPageSequence,page,AddressDetailsPage,,,,,,,,,,,,
profileAddressPcStCtA1A2CoPage,,profileAddressPcStCtA1A2CoPageSequence,page,AddressDetailsPage,,,,,,,,,,,,
addressSuggestionPage,,addressSuggestionPageSequence,page,suggestedAddressesDetailsPage,,,,,,,,,,,,
addressOptionsGroup,,addressOptionsGroupSequence,group,,inline,,,,,,,,,,,
addressUseCloseGroup,,addressUseCloseGroupSequence,group,,inline,,,TRUE,,,,,,,,
paypalInstructionTextGroup,,paypalInstructionTextGroupSequence,textgroup,,,,,,,,,,,,,
venmoInstructionTextGroup,,venmoInstructionTextGroupSequence,textgroup,,,,,,,,,,,,,
purchaseChallengeCvvPage,,purchaseChallengeCvvPageSequence,page,CvvChallengePage,,,,,,,,,,,,gap-small
challengeCardDetailsGroup,,challengeCardDetailsGroupSequence,group,,inline,,,,,,,,,,,gap-small
authorizeCvvPage,,authorizeCvvPageSequence,page,authorizeCvvPage,,,,,,,,,,,,
authorizeCvvDetailsInlineGroup,,authorizeCvvDetailsInlineGroupSequence,group,,inline,,,,,,,,,,,
authorizeCvvEnterGroup,,authorizeCvvEnterGroupSequence,group,,,,,,,,,,,,,
authorizeCvvNextBackInlineGroup,,authorizeCvvNextBackInlineGroupSequence,group,,inline,,,TRUE,,,,,,,,
cardLogoAndDigitsInlineGroup,,cardLogoAndDigitsInlineGroupSequence,group,,inline,,,,,,,,,,,
authorizeCvvManagePaymentTextGroup,,authorizeCvvManagePaymentTextGroupSequence,textgroup,,,,,,,,,,,,,
realTimePaymentsUpiAddPage,,realTimePaymentsUpiAddPageSequence,page,AccountDetailsPage,,,,,,,,,,,,
