PropertyHintId,CountryIds,TagKey,TagValue
,,logoBlock,logoBlock
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,Card Logos
creditCardKBKook-minLogo,,accessibilityName,KB Kook-min logo
,,logoBlock,logoBlock
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,Card Logos
creditCardSamsungLogo,,accessibilityName,Samsung logo
,,logoBlock,logoBlock
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,Card Logos
creditCardHyundaiLogo,,accessibilityName,Hyundai logo
,,logoBlock,logoBlock
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,Card Logos
creditCardLotteLogo,,accessibilityName,Lotte logo
,,logoBlock,logoBlock
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,Card Logos
creditCardNHLogo,,accessibilityName,NH logo
,,logoBlock,logoBlock
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,Card Logos
creditCardHanaLogo,,accessibilityName,Hana logo
,,logoBlock,logoBlock
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,Card Logos
creditCardCITILogo,,accessibilityName,CITI logo
,,logoBlock,logoBlock
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,Card Logos
creditCardJejuLogo,,accessibilityName,Jeju logo
,,logoBlock,logoBlock
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,Card Logos
creditCardWooriLogo,,accessibilityName,Woori logo
,,logoBlock,logoBlock
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,Card Logos
creditCardSuhyupLogo,,accessibilityName,Suhyup logo
,,logoBlock,logoBlock
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,Card Logos
creditCardJeonbokLogo,,accessibilityName,Jeonbok logo
,,logoBlock,logoBlock
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,Card Logos
creditCardKwangjuLogo,,accessibilityName,Kwangju logo
,,logoBlock,logoBlock
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,Card Logos
creditCardShinhyupLogo,,accessibilityName,Shinhyup logo
,,logoBlock,logoBlock
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,Card Logos
creditCardEloLogo,,accessibilityName,Elo logo
,,logoBlock,logoBlock
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,Card Logos
creditCardVerveLogo,,accessibilityName,Verve logo
,,logoBlock,logoBlock
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,Card Logos
paypalLogo,,accessibilityName,Paypal logo
,,parent.floatX-right,floatX-right
kakaoLogo,,accessibilityName,Kakaopay logo
,,parent.floatX-right,floatX-right
venmoLogo,,accessibilityName,Venmo logo
alipayQrCodePageLogo,,accessibilityName,Alipay logo
cardholderName,,accessibilityName,Cardholder Name
cardNumber,,accessibilityName,Card number
,,maxLengthMessage,Maximum length for card number field reached.
cardNumberAmex,,accessibilityName,Card number
,,maxLengthMessage,Maximum length for card number field reached.
cardNumberCup,,accessibilityName,Card number
,,maxLengthMessage,Maximum length for card number field reached.
lastFourDigits,,accessibilityName,Last four digits of card number
cvv,,accessibilityName,CVV
,,col-3,col-3
,,help.dialog-large,dialog-large
,,maxLengthMessage,Maximum length for CVV field reached.
,,help.closeButtonAccessibilityName,"CVV is the Card Verification Value on your credit or debit card. On Visa, MasterCard and Discover cards, CVV is the last 3 numbers on the back of your card. On American Express cards, CVV is a 4 digit number on the front of the card, above the main card number. Close."
,,help.accessibilityName,''
,,help.linkAccessibilityName,What is a CVV?
cvvWithHint,,accessibilityName,CVV
,,col-3,col-3
,,accessibilityHint,Where is my CVV? The last 3 digits on the back.
,,help.dialog-large,dialog-large
,,maxLengthMessage,Maximum length for CVV field reached.
,,help.closeButtonAccessibilityName,"CVV is the Card Verification Value on your credit or debit card. On Visa, MasterCard and Discover cards, CVV is the last 3 numbers on the back of your card. On American Express cards, CVV is a 4 digit number on the front of the card, above the main card number. Close."
,,help.accessibilityName,''
,,help.linkAccessibilityName,What is a CVV?
cvvAmexWithHint,,accessibilityName,CVV
,,col-3,col-3
,,accessibilityHint,Where is my CVV? The 4 digit code on the front.
,,help.dialog-large,dialog-large
,,maxLengthMessage,Maximum length for CVV field reached.
,,help.closeButtonAccessibilityName,"CVV is the Card Verification Value on your credit or debit card. On Visa, MasterCard and Discover cards, CVV is the last 3 numbers on the back of your card. On American Express cards, CVV is a 4 digit number on the front of the card, above the main card number. Close."
,,help.accessibilityName,''
,,help.linkAccessibilityName,What is a CVV?
cvvCup,,accessibilityName,CV/N2
,,col-3,col-3
,,help.dialog-medium,dialog-medium
,,maxLengthMessage,Maximum length for field reached.
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,CV/N2
cvv3,,accessibilityName,CVV
,,col-3,col-3
,,maxLengthMessage,Maximum length for CVV field reached.
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,CVV
cvv4,,accessibilityName,CVV
,,col-3,col-3
,,maxLengthMessage,Maximum length for CVV field reached.
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,CVV
creditCardsCVV3Image,,accessibilityName,Card verification code location image
creditCardsCVV4Image,,accessibilityName,Card verification code location image for Amex card
cupPhoneNumber,,accessibilityName,Bank associated Mobile Number
smsChallengeCode,,accessibilityName,Enter the code
smsNewCodeLink,,accessibilityName,Resend Verification
paymentChangeButton,,accessibilityName,Change
,,action-trigger,action-trigger
addressLine1,,accessibilityName,Address line 1
addressLine2,,accessibilityName,Address line 2 (Optional)
addressLine3,,accessibilityName,Address line 3
addressCity,,accessibilityName,City
addressStandAloneCity,,accessibilityName,City
shippingAddressStandAloneCity,,accessibilityName,City
addressCitySolo,{}AddressCityM,accessibilityName,City
addressCityAfterPostal,{}AddressCityM,accessibilityName,City
addressCityBeforePostal,{}AddressCityM,accessibilityName,City
addressCounty,,accessibilityName,County (Optional)
addressStandAloneCountry,,accessibilityName,Country
shippingAddressStandAloneCountry,,accessibilityName,Country
addressInlineGroupPostalCode,{}AddressPostalCodeM,accessibilityName,Postal Code
addressPostalCode,{}AddressPostalCodeM,accessibilityName,Postal Code
addressPostalCodeSolo,{}AddressPostalCodeM,accessibilityName,Postal Code
addressPostalCodeSolo,{}AddressPostalCodeO,accessibilityName,Postal Code
addressPostalCodeAfterCity,{}AddressPostalCodeM,accessibilityName,Postal Code
addressPostalCodeBeforeSetDefault,{}AddressPostalCodeM,accessibilityName,Postal Code
addressPostalCode,{}AddressPostalCodeO,accessibilityName,Postal Code (Optional)
addressPostalCode,US,accessibilityName,ZIP code
addressPostalCode,SE,accessibilityName,Postal Code
addressPostalCode,BR,accessibilityName,Postal Code
addressInlineGroupPostalCode,FR,accessibilityName,Postal Code
addressInlineGroupPostalCode,NL,accessibilityName,Postal Code
nextButton,,accessibilityName,Next
nextModernValidateButton,,accessibilityName,Next
submitButton,,accessibilityName,Submit
saveButton,,accessibilityName,Save
cancelButton,,accessibilityName,Cancel
nextButton,,accessibilityName,Next
okNextButton,,accessibilityName,Ok
taxCpfProperty,,accessibilityName,CPF
taxCnpjProperty,,accessibilityName,CNPJ
taxVatIdProperty,,accessibilityName,Tax ID
taxIndiaStateGstIdProperty,,accessibilityName,GST ID
taxIndiaPanIdProperty,,accessibilityName,PAN ID
taxVatIdProperty,,accessibilityName,VAT ID
taxCanadianFederalExemptProperty,,accessibilityName,Canadian Federal Tax Exempt Certificate No.
taxCanadianProvinceExemptProperty,,accessibilityName,Canadian Province Tax Exempt Certificate No.
taxUsExemptProperty,,accessibilityName,US Tax Exempt Certificate No.
taxVatIdProperty,au,accessibilityName,ABN
taxVatIdProperty,nz,accessibilityName,GST Registration No.
directDebitAchAccountholderName,,accessibilityName,Name on account
directDebitAchAccountType,,theme,windows
,,accessibilityName,Type
directDebitAchAccount,,accessibilityName,Account number
,,col-6,col-6
,,help.closeButtonAccessibilityName,This is the account number on the check. Close.
,,help.accessibilityName,''
directDebitAchBankCode,,accessibilityName,Routing number
,,col-6,col-6
,,help.closeButtonAccessibilityName,This is the routing number on the check. Close.
,,help.accessibilityName,''
achAccountNumberImage,,accessibilityName,Account number
achRoutingNumberImage,,accessibilityName,Routing number
achTermCheckbox,,accessibilityName,"By checking this box, you authorize (A) Microsoft Payments Ltd. (""Microsoft"") to send instructions to your bank to debit your account, and (B) your bank to debit your account in accordance with the instructions of Microsoft. As part of your rights, you are entitled to a refund from your bank under the terms and conditions of your agreement with your bank. A refund must be claimed within 8 weeks starting from the date on which your account was debited. Your rights are explained in a statement that you can obtain from your bank."
directDebitAchChallengeAmount,,accessibilityName,Enter the deposit amount
directDebitSepaAccountholderName,,accessibilityName,Name on account
directDebitSepaAccount,,accessibilityName,IBAN number
directDebitSepaBankCode,,accessibilityName,BIC
directDebitSepaBankName,,accessibilityName,Bank name
directDebitSepaPopupText,,bold,text-bold
directDebitSepaChallengeAmount,,accessibilityName,Enter the deposit amount
yesNextButton,,accessibilityName,Next
cancelButtonWidthLowerboundSmall,,accessibilityName,Cancel
saveNextButton,,accessibilityName,Next
creditCardsummaryGroup,,summary-group,summary-group
creditCardUpdatesummaryGroup,,summary-group,summary-group
creditCardCupsummaryGroup,,summary-group,summary-group
debitCardCupsummaryGroup,,summary-group,summary-group
creditCardCupUpdatesummaryGroup,,summary-group,summary-group
debitCardCupUpdatesummaryGroup,,summary-group,summary-group
directDebitAchsummaryGroup,,summary-group,summary-group
directDebitSepasummaryGroup,,summary-group,summary-group
klarnaAddSummaryGroup,,summary-group,summary-group
addressSummaryGroup,,summary-group,summary-group
idealBillingAgreementText2,,bold,text-bold
idealredirectMessageLine2Text2,,bold,text-bold
paypalText2,,bold,text-bold
paypalSignInText,,text-align-center,text-align-center
idealBillingAgreementTextGroup,,bottom-text,bottom-text
modernIdealLogo,,accessibilityName,iDEAL
idealSelectBankDescriptionText2,,bold,text-bold
modernIdealBillingAgreementTextGroup,,bottom-text,bottom-text
directDebitChallengeSubheading,,subheading-text,subheading-text
microsoftPrivacyTextGroup,,privacy-text-group,privacy-text-group
modernMicrosoftPrivacyTextGroup,,privacy-text-group,privacy-text-group
cancelButtonFullSize,,accessibilityName,Cancel
,,button-full-width,button-full-width
paypalTryAnotherWayButton,,accessibilityName,I'll use another way to pay
,,button-full-width,button-full-width
paypalTryAgainButton,,accessibilityName,I'll try signing in again
,,button-full-width,button-full-width
paypalYesButton,,accessibilityName,"Yes, let's wrap things up"
,,button-full-width,button-full-width
paypalNoButton,,accessibilityName,"No, I want to try again"
,,button-full-width,button-full-width
idealYesButton,,accessibilityName,Yes
sepaYesButton,,accessibilityName,"Yes, let's wrap things up"
,,button-full-width,button-full-width
sepaTryAgainButton,,accessibilityName,"No, I want to try again"
,,button-full-width,button-full-width
non_sim_mobi_phone_operator,,accessibilityName,Pick your mobile operator
,,theme,windows
non_sim_mobi_phone_number,,accessibilityName,Your Phone Number
alipayBillingAgreementAccountType,,accessibilityName,Alipay account type
,,theme,windows
alipayBillingAgreementAccountId,,accessibilityName,Alipay account
alipayBillingAgreementPhone,,accessibilityName,Alipay associated mobile number
alipayBillingAgreementLastFiveCertNo,,accessibilityName,National ID last 5 digits
alipayBillingAgreementTOULink,,accessibilityName,Alipay Terms Of Use
alipayBillingAgreementFooterStaticText2,,bold,text-bold
alipayQrCodeChallengeImage,,image-large,image-large
alipayQrCodeChallengeImage,,accessibilityName,QR code for adding an Alipay account
,,image-qrCode,image-qrCode
,,image-alipayQrCode,image-alipayQrCode
alipayContinueButton,,accessibilityName,Continue
non_sim_mobi_footer2,,bold,text-bold
noProfileAddressText,,bold,text-bold
newPaymentMethodLink,,accessibilityName,Add a new payment method
,,action-trigger,action-trigger
,,button-full-width,button-full-width
firstName,,accessibilityName,First name
lastName,,accessibilityName,Last name
klarnaFirstName,,accessibilityName,First name
klarnaLastName,,accessibilityName,Last name
emailAddress,,accessibilityName,Email address
klarnaPersonalNumber,,accessibilityName,Personal number
klarnaPersonalNumber,{}KlarnaCountriesWithCheckboxAndGender,accessibilityName,Date of birth
klarnaPersonalNumber,nl,accessibilityName,Date of birth
klarnaPhoneNumber,,accessibilityName,Phone number
klarnaEmailAddress,,accessibilityName,Email
klarnaGender,,accessibilityName,Gender
,,theme,windows
klarnaAddressLine1,,accessibilityName,Street name
klarnaAddressLine2,,accessibilityName,House number
klarnaAddressPostalCode,,accessibilityName,ZIP code
klarnaTermCheckbox,,accessibilityName,I agree to the transfer of Klarna of the data required for processing the selected Klarna payment method and an identity and creditworthiness check. I can revoke my consent at any time with effect for the future. The terms and conditions of the dealer apply.
klarnaTermsLink,,accessibilityName,Klarna Terms and Conditions
klarnaConsentLink,,accessibilityName,Klarna consent
addKlarnaSubHeading1,,bold,text-bold
klarnaLogo,,accessibilityName,Klarna
,,logoBlock,logoBlock
klarnaCheckoutNextString,,bold,text-bold
3dsChallengeText2,,bold,text-bold
3dsPickAnotherWayText2,,bold,text-bold
idealBillingAgreementSelectBank,,accessibilityName,Choose your bank
paymentMethodSelectHeading,,accessibilityName,Pick a payment method
paymentMethod,,accessibilityName,Payment Methods
paymentInstrument,,accessibilityName,Payment Instruments
backupPaymentInstrument,,accessibilityName,Payment Instruments
paymentInstrumentSelection,,accessibilityName,Payment Selection
backupPaymentInstrumentSelection,,accessibilityName,Backup Payment Selection
cancelBackButton,,accessibilityName,Back
continueRedirectButton,,accessibilityName,Continue
continueSubmitButton,,accessibilityName,Continue
buyButton,,accessibilityName,Buy
addressGroup,,accessibilityName,AddressGroup
shippingAddressPhoneNumber,,accessibilityName,Phone number
suggestAddressBackButton,,accessibilityName,Back
addressPage1BackButton,,accessibilityName,Back
suggestedAddresses,,accessibilityName,Suggested Addresses
setDefaultAddressCheckBox,,accessibilityName,Set as default shipping address
setDefaultAddressCheckBoxAfterCountry,,accessibilityName,Set as default shipping address
setDefaultAddressCheckBoxAfterGroup,,accessibilityName,Set as default shipping address
setDefaultAddressCheckBoxAfterInlineGroup,,accessibilityName,Set as default shipping address
setDefaultAddressCheckBoxAfterPostalCode,,accessibilityName,Set as default shipping address
addressPreviousButton,,accessibilityName,Back
addressPreviousBillingButton,,accessibilityName,Back
previousButton,,accessibilityName,Back
listAddresses,,accessibilityName,listAddresses
backCancelButton,,accessibilityName,Back
viewTermsButton,,accessibilityName,"Microsoft respects your privacy. See our privacy statement."
globalPIQrCodeScanText,,bold,text-bold
globalPIQrCodeScannedText,,bold,text-bold
globalPIQrCodeCancelButton,,accessibilityName,Back
globalPIQrCodeImage,,accessibilityName,Global PI QR code image
,,image-qrCode,image-qrCode
,,image-large,image-large
globalPIQrCodeSecondImage,,accessibilityName,Global PI QR code image
,,image-qrCode,image-qrCode
,,image-large,image-large
globalPIQrCodeHeadingGroup,,globalPIQrCode-HeadingGroup,globalPIQrCode-HeadingGroup
globalPIQrCodeHeading,,Use Paysafecard,Use Paysafecard
globalPIQrCodeLogo,,image-qrCode-logo,image-qrCode-logo
microsoft_privacy_static_text_globalPIqrcode,,globalPIqrcode-privacyText,globalPIqrcode-privacyText
globalPIQrCodeRedirectButton,,accessibilityName,Go to Paysafe
globalPIQrCodeRedirectButtonPage2,,accessibilityName,Go to Paysafe
globalPIQrCodeMovePrevCancelButton,,accessibilityName,Back
paypalAccount,,accessibilityName,Email address
paypalPassword,,accessibilityName,Password
paypalQrCodeSignInButton,,accessibilityName,Next
paypalQrCodeCancelButton,,accessibilityName,Back
paypalQrCodeBackButton,,accessibilityName,Back
paypalQrCodeRedirectButton,,accessibilityName,Go to PayPal
paypalQrCodeWebviewCancelButton,,accessibilityName,Back
paypalQrCodeNextButton,,accessibilityName,Next
xboxCoBrandedCardQrCodeRedirectButton,,accessibilityName,Don't have another device? Apply on console
xboxCoBrandedCardQrCodeBackButton,,accessibilityName,No thanks
xboxCardGoToStoreButton,,accessibilityName,Go To Store
xboxCoBrandedCardApplyPendingBackButton,,accessibilityName,Back
xboxCardApplyInternalErrorBackButton,,accessibilityName,Back
xboxCardApplyNotEligibleBackButton,,accessibilityName,Back
xboxCardApplyNotEligibleSeeFAQButton,,accessibilityName,See FAQ
venmoSignInButton,,accessibilityName,Next
venmoQrCodeCancelButton,,accessibilityName,Back
venmoQrCodeRedirectButton,,accessibilityName,Go to Venmo
venmoQrCodeBackButton,,accessibilityName,Back
venmoQrCodeWebviewCancelButton,,accessibilityName,Back
kakaopayQrCodeWebviewCancelButton,,accessibilityName,Cancel
okActionButton,,accessibilityName,OK
cvv3DSSubmitButton,,accessibilityName,Next
goToBankButton,,accessibilityName,Go to bank
bankWebviewCancelButton,,accessibilityName,Back
privacyWebviewBackButton,,accessibilityName,Back
cc3DSPurchaseViewTermsButton,,accessibilityName,View Terms
moveNext2Button,,accessibilityName,Next
moveBack2Button,,accessibilityName,Back
successBackButton,,accessibilityName,Back
xboxCoBrandedCardQrCodeOtherDeviceText,,noPidlddc.disableRegion,pidlddc-disable-live
enterCvvHeader,,noPidlddc.disableRegion,pidlddc-disable-live
challengeCardNumber,,noPidlddc.disableRegion,pidlddc-disable-live
challengeCardName,,noPidlddc.disableRegion,pidlddc-disable-live
challengeCardExpiry,,noPidlddc.disableRegion,pidlddc-disable-live
cvv3HelpText,,noPidlddc.disableRegion,pidlddc-disable-live
cvv4HelpText,,noPidlddc.disableRegion,pidlddc-disable-live
regulationText,,noPidlddc.disableRegion,pidlddc-disable-live
microsoftPrivacyText,,noPidlddc.disableRegion,pidlddc-disable-live
ccThreeDSWebviewInfoLine1Text,,noPidlddc.disableRegion,pidlddc-disable-live
ccThreeDSWebviewInfoLine2Text,,noPidlddc.disableRegion,pidlddc-disable-live
microsoft_privacy_static_text,,noPidlddc,pidlddc-disable-live
paypalAccountMessage,,noPidlddc,pidlddc-disable-live
paypalTermMessage,,noPidlddc,pidlddc-disable-live
creditCardsCVV3Image,,noPidlddc,pidlddc-disable-live
microsoft_privacy_static_text_paypalqrcode,,noPidlddc,pidlddc-disable-live
kakaoLogo,,noPidlddc,pidlddc-disable-live
creditCardVisaUpdateLogo,,noPidlddc,pidlddc-disable-live
ewallet_paypal_logo,,noPidlddc,pidlddc-disable-live
credit_card_visa_logo,,noPidlddc,pidlddc-disable-live
credit_card_mc_logo,,noPidlddc,pidlddc-disable-live
credit_card_amex_logo,,noPidlddc,pidlddc-disable-live
credit_card_discover_logo,,noPidlddc,pidlddc-disable-live
single-mobile_billing_non_sim_vzw-us-nonsim_logo,,noPidlddc,pidlddc-disable-live
ewallet_stored_value_logo,,noPidlddc,pidlddc-disable-live
confirmationButton,,accessibilityName,Confirm
creditCardsWhereCVVNoLive,,noPidlddc,pidlddc-disable-live
creditCardsCVV3LocationTextNoLive,,noPidlddc,pidlddc-disable-live
creditCardsCVV4LocationTextNoLive,,noPidlddc,pidlddc-disable-live
csvRedeemTokenIdentifierValue,,accessibilityName,Enter a 25-character code
giftCardToken,,gray,gray
,,separator,"-"
saveConfirmButton,,accessibilityName,Confirm
okButton,,accessibilityName,Submit
csvRedeemLikeThisText,,separator,"-"
paypalQrCodeImage,,accessibilityName,QR code for adding a PayPal account
venmoQrCodeImage,,accessibilityName,QR code for adding a Venmo account
