PropertyHintId,CountryIds,TagKey,TagValue
,,logoBlock,logoBlock
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,Card Logos
creditCardNHLogo,,accessibilityName,NH
,,logoBlock,logoBlock
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,Card Logos
creditCardHanaLogo,,accessibilityName,Hana
,,logoBlock,logoBlock
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,Card Logos
creditCardCITILogo,,accessibilityName,CITI
,,logoBlock,logoBlock
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,Card Logos
creditCardJejuLogo,,accessibilityName,Jeju
,,logoBlock,logoBlock
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,Card Logos
creditCardWooriLogo,,accessibilityName,Woori
,,logoBlock,logoBlock
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,Card Logos
creditCardSuhyupLogo,,accessibilityName,Suhyup
,,logoBlock,logoBlock
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,Card Logos
creditCardJeonbokLogo,,accessibilityName,Jeonbok
,,logoBlock,logoBlock
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,Card Logos
creditCardKwangjuLogo,,accessibilityName,Kwangju
,,logoBlock,logoBlock
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,Card Logos
creditCardShinhyupLogo,,accessibilityName,Shinhyup
,,logoBlock,logoBlock
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,Card Logos
creditCardEloLogo,,accessibilityName,Elo
,,logoBlock,logoBlock
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,Card Logos
creditCardVerveLogo,,accessibilityName,Verve
,,logoBlock,logoBlock
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,Card Logos
creditCardRupayLogo,,accessibilityName,Rupay
,,logoBlock,logoBlock
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,Card Logos
cardholderName,,accessibilityName,Cardholder Name
cardNumber,,accessibilityName,Card number
,,maxLengthMessage,Maximum length for card number field reached.
cardNumberAmex,,accessibilityName,Card number
,,maxLengthMessage,Maximum length for card number field reached.
cardNumberCup,,accessibilityName,Card number
,,maxLengthMessage,Maximum length for card number field reached.
lastFourDigits,,accessibilityName,Last four digits of card number
cvv,,accessibilityName,CVV
,,col-3,col-3
,,help.dialog-large,dialog-large
,,maxLengthMessage,Maximum length for CVV field reached.
,,help.closeButtonAccessibilityName,"CVV is the Card Verification Value on your credit or debit card. On Visa, MasterCard and Discover cards, CVV is the last 3 numbers on the back of your card. On American Express cards, CVV is a 4 digit number on the front of the card, above the main card number. Close."
,,help.accessibilityName,''
,,help.linkAccessibilityName,What is a CVV?
cvvUpdate,,accessibilityName,CVV
,,col-3,col-3
,,help.dialog-large,dialog-large
,,maxLengthMessage,Maximum length for CVV field reached.
,,help.closeButtonAccessibilityName,"CVV is the Card Verification Value on your credit or debit card. On Visa, MasterCard and Discover cards, CVV is the last 3 numbers on the back of your card. On American Express cards, CVV is a 4 digit number on the front of the card, above the main card number. Close."
,,help.accessibilityName,''
,,help.linkAccessibilityName,What is a CVV?
cvvCup,,accessibilityName,CV/N2
,,col-3,col-3
,,help.dialog-medium,dialog-medium
,,maxLengthMessage,Maximum length for field reached.
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,CV/N2
cvv3,,accessibilityName,CVV
,,col-3,col-3
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,CVV
cvv4,,accessibilityName,CVV
,,col-3,col-3
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,CVV
creditCardsCVV3Image,,accessibilityName,Card verification code location image
creditCardsCVV4Image,,accessibilityName,Card verification code location image for Amex card
cupPhoneNumber,,accessibilityName,Bank associated Mobile Number
smsChallengeCode,,accessibilityName,Enter the code
smsNewCodeLink,,accessibilityName,Send me a new code
paymentChangeButton,,accessibilityName,Change
addressLine1,,accessibilityName,Address line 1
addressLine2,,accessibilityName,Address line 2 (Optional)
addressLine3,,accessibilityName,Address line 3
addressCity,,accessibilityName,City
addressCity,au,accessibilityName,Suburb
addressCounty,,accessibilityName,County (Optional)
addressPostalCode,{}AddressPostalCodeM,accessibilityName,Postal Code
addressPostalCode,{}AddressPostalCodeO,accessibilityName,Postal Code (Optional)
addressPostalCode,US,accessibilityName,ZIP code
submitButton,,accessibilityName,Next
saveButton,,accessibilityName,Save
cancelButton,,accessibilityName,Cancel
nextButton,,accessibilityName,Next
okButton,,accessibilityName,Ok
taxCpfProperty,,accessibilityName,CPF
taxCnpjProperty,,accessibilityName,CNPJ
taxVatIdProperty,,accessibilityName,Tax ID
taxIndiaStateGstIdProperty,,accessibilityName,GST ID
taxIndiaPanIdProperty,,accessibilityName,PAN ID
taxVatIdProperty,,accessibilityName,VAT ID
taxCanadianFederalExemptProperty,,accessibilityName,Canadian Federal Tax Exempt Certificate No.
taxCanadianProvinceExemptProperty,,accessibilityName,Canadian Province Tax Exempt Certificate No.
taxUsExemptProperty,,accessibilityName,US Tax Exempt Certificate No.
taxVatIdProperty,au,accessibilityName,ABN
taxVatIdProperty,nz,accessibilityName,GST Registration No.
directDebitAchAccountholderName,,accessibilityName,Name on account
directDebitAchAccountType,,theme,windows
,,accessibilityName,Type
directDebitAchAccount,,accessibilityName,Account number
,,col-6,col-6
,,help.closeButtonAccessibilityName,This is the account number on the check. Close.
,,help.accessibilityName,''
,,help.linkAccessibilityName,What is an account number?
lastFourDigitsACH,,accessibilityName,Account number
,,col-6,col-6
,,help.closeButtonAccessibilityName,This is the account number on the check. Close.
,,help.accessibilityName,''
,,help.linkAccessibilityName,What is an account number?
directDebitAchBankCode,,accessibilityName,Routing number
,,col-6,col-6
,,help.closeButtonAccessibilityName,This is the routing number on the check. Close.
,,help.accessibilityName,''
,,help.linkAccessibilityName,What is a routing number?
achAccountNumberImage,,accessibilityName,Account number
achRoutingNumberImage,,accessibilityName,Routing number
achTermCheckbox,,accessibilityName,"By registering or selecting your bank account as your payment method, you authorize Microsoft (or its agent) to initiate one or more debits for the total amount (including applicable taxes, fees and shipping costs) of your purchase or subscription charge (in accordance with the terms of your subscription service) from your bank account (and, if necessary, initiate one or more credits to your bank account to correct errors, issue a refund or similar purpose), and you authorize the financial institution that holds your bank account to deduct such debits or accept such credits.  You understand that this authorization will remain in full force and effect until you remove your bank account information from your Microsoft account or Skype account."
achTermCheckbox,,achMandate,achMandate
directDebitSepaAccountholderName,,accessibilityName,Name on account
directDebitSepaAccount,,accessibilityName,IBAN
directDebitSepaBankCode,,accessibilityName,BIC
directDebitSepaBankName,,accessibilityName,Bank name
directDebitSepaChallengeAmount,,accessibilityName,Enter the deposit amount
saveNextButton,,accessibilityName,Next
directDebitAchsummaryGroup,,summary-group,summary-group
directDebitSepasummaryGroup,,summary-group,summary-group
addressSummaryGroup,,summary-group,summary-group
idealBillingAgreementText2,,bold,text-bold
idealredirectMessageLine2Text2,,bold,text-bold
paypalText2,,bold,text-bold
idealBillingAgreementTextGroup,,bottom-text,bottom-text
modernIdealLogo,,accessibilityName,iDEAL
idealSelectBankDescriptionText2,,bold,text-bold
modernIdealBillingAgreementTextGroup,,bottom-text,bottom-text
directDebitChallengeSubheading,,subheading-text,subheading-text
microsoftPrivacyTextGroup,,privacy-text-group,privacy-text-group
cancelButtonFullSize,,accessibilityName,Cancel
,,button-full-width,button-full-width
idealYesButton,,accessibilityName,Yes
sepaYesButton,,accessibilityName,"Yes, let's wrap things up"
,,button-full-width,button-full-width
sepaTryAgainButton,,accessibilityName,"No, I want to try again"
,,button-full-width,button-full-width
non_sim_mobi_phone_operator,,accessibilityName,Pick your mobile operator
,,theme,windows
non_sim_mobi_phone_number,,accessibilityName,Your Phone Number
alipayBillingAgreementAccountType,,accessibilityName,Alipay account type
,,theme,windows
alipayBillingAgreementAccountId,,accessibilityName,Alipay account
alipayBillingAgreementPhone,,accessibilityName,Alipay associated mobile number
alipayBillingAgreementLastFiveCertNo,,accessibilityName,National ID last 5 digits
alipayBillingAgreementTOULink,,accessibilityName,Alipay Terms Of Use
alipayBillingAgreementFooterStaticText2,,bold,text-bold
alipayContinueButton,,accessibilityName,Continue
non_sim_mobi_footer2,,bold,text-bold
noProfileAddressText,,bold,text-bold
paymentInstrumentSearchTransactionsId,,accessibilityName,Choose a payment method
paymentInstrumentSearchTransactionsCvv,,accessibilityName,CVV
newPaymentStaticText,,accessibilityName,Don't see it in the list?
newPaymentStatementLink,,accessibilityName,Add a credit or debit card
,,action-trigger,action-trigger
,,button-full-width,button-full-width
paymentInstrumentSearchTransactionsSubHeading,,accessibilityName,Confirm this payment method:
searchSubmitButton,,accessibilityName,Submit
newPaymentMethodLink,,accessibilityName,Add a new payment method
,,addPMButton,addPMButton
firstName,,accessibilityName,First name
lastName,,accessibilityName,Last name
klarnaFirstName,,accessibilityName,First name
klarnaLastName,,accessibilityName,Last name
emailAddress,,accessibilityName,Email address
cancelBackButton,,accessibilityName,Back
klarnaPersonalNumber,,accessibilityName,Personal number
klarnaPhoneNumber,,accessibilityName,Phone number
klarnaEmailAddress,,accessibilityName,Email
klarnaGender,,accessibilityName,Gender
,,theme,windows
klarnaAddressLine1,,accessibilityName,Street name
klarnaAddressLine2,,accessibilityName,House number
klarnaAddressPostalCode,,accessibilityName,ZIP code
klarnaTermCheckbox,,accessibilityName,"I agree to the transfer of Klarna of the data required for processing the selected Klarna payment method and an identity and creditworthiness check. I can revoke my consent at any time with effect for the future. The terms and conditions of the dealer apply."
klarnaTermsLink,,accessibilityName,Klarna Terms and Conditions
klarnaConsentLink,,accessibilityName,Klarna consent
addKlarnaSubHeading1,,bold,text-bold
klarnaLogo,,accessibilityName,Klarna
,,logoBlock,logoBlock
klarnaCheckoutNextString,,bold,text-bold
fundStoredValueHeading,,bitcoinFundStoredValueHeading,bitcoinFundStoredValueHeading
bitcoinRedeemAmount,,accessibilityName,Amount
,,fundStoredValueAmount,fundStoredValueAmount
bitcoinFundAmountGroup,,bitcoinFundStoredValueGroup,bitcoinFundStoredValueGroup
fundStoredValuePaymentOptionsGroup,,bitcoinFundStoredValueGroup,bitcoinFundStoredValueGroup
bitcoinPaymentOptionImage,,accessibilityName,Bitcoin
bitcoinPaymentOptionText,,bitcoinFundStoredValueText,bitcoinFundStoredValueText
fundStoredValueWithBitcoinHeading,,bitcoinFundStoredValueHeading,bitcoinFundStoredValueHeading
fundStoredValueWithBitcoinTextGroup,,bitcoinFundStoredValueParagraph,bitcoinFundStoredValueParagraph
fundStoredValueWithBitcoinText1,,bitcoinFundStoredValueText,bitcoinFundStoredValueText
fundStoredValueWithBitcoinText2,,bitcoinFundStoredValueText,bitcoinFundStoredValueText
,,bulletPoint,bulletPoint
fundStoredValueWithBitcoinText3,,bitcoinFundStoredValueText,bitcoinFundStoredValueText
,,bulletPoint,bulletPoint
fundStoredValueWithBitcoinText4,,bitcoinFundStoredValueText,bitcoinFundStoredValueText
fundStoredValueWithBitcoinText5,,bitcoinFundStoredValueText,bitcoinFundStoredValueText
paymentInstrumentItemUpdateLink,,accessibilityName,Edit card details
,,action-trigger,action-trigger
,,actionButton,actionButton
paymentInstrumentItemReplaceLink,,accessibilityName,Replace with a new card
,,action-trigger,action-trigger
,,actionButton,actionButton
paymentInstrumentItemDeleteLink,,accessibilityName,Remove card from account
,,action-trigger,action-trigger
,,actionButton,actionButton
paymentInstrumentItemCCHolderNameLabel,,detailsLabel,detailsLabel
paymentInstrumentItemCCLastFourLabel,,detailsLabel,detailsLabel
paymentInstrumentItemCCExpiryLabel,,detailsLabel,detailsLabel
paymentInstrumentItemAddressLabel,,detailsLabel,detailsLabel
paymentInstrumentItemNSMOperatorLabel,,detailsLabel,detailsLabel
paymentInstrumentItemNSMPhoneNumberLabel,,detailsLabel,detailsLabel
paymentInstrumentItemPaypalAccountLabel,,detailsLabel,detailsLabel
paymentInstrumentItemACHAccountNameLabel,,detailsLabel,detailsLabel
paymentInstrumentItemACHIbanNumberLabel,,detailsLabel,detailsLabel
paymentInstrumentItemACHBankNameLabel,,detailsLabel,detailsLabel
paymentInstrumentItemCCHolderNameSet,,detailsSet,detailsSet
paymentInstrumentItemCCLastFourSet,,detailsSet,detailsSet
paymentInstrumentItemCCExpirySet,,detailsSet,detailsSet
paymentInstrumentItemAddressSet,,detailsSet,detailsSet
paymentInstrumentItemNSMOperatorSet,,detailsSet,detailsSet
paymentInstrumentItemNSMPhoneNumberSet,,detailsSet,detailsSet
paymentInstrumentItemPaypalAccountSet,,detailsSet,detailsSet
paymentInstrumentItemACHAccountNameSet,,detailsSet,detailsSet
paymentInstrumentItemACHIbanNumberSet,,detailsSet,detailsSet
paymentInstrumentItemACHBankNameSet,,detailsSet,detailsSet
paymentInstrumentItemCSVBalanceAndShopSet,,detailsSet,detailsSet
paymentInstrumentItemCSVNoBalanceSet,,detailsSet,detailsSet
paymentInstrumentItemCSVGroup,,piGroup,piGroup
,,csvGroup,csvGroup
paymentInstrumentItemCCGroup,,piGroup,piGroup
,,ccGroup,ccGroup
paymentInstrumentItemACHGroup,,piGroup,piGroup
,,achGroup,achGroup
paymentInstrumentItemPaypalGroup,,piGroup,piGroup
,,paypalGroup,paypalGroup
paymentInstrumentItemNSMGroup,,piGroup,piGroup
,,nsmGroup,nsmGroup
paymentInstrumentItemCSVImageAndActionsGroup,,imageAndActionsGroup,imageAndActionsGroup
,,csvImageAndActionsGroup,csvImageAndActionsGroup
paymentInstrumentItemCSVDetailsGroup,,detailsGroup,detailsGroup
,,csvDetailsGroup,csvDetailsGroup
paymentInstrumentItemCSVTransactionsGroup,,transactionsGroup,transactionsGroup
,,csvTransactionsGroup,csvTransactionsGroup
paymentInstrumentItemCCImageAndActionsGroup,,imageAndActionsGroup,imageAndActionsGroup
,,ccImageAndActionsGroup,ccImageAndActionsGroup
paymentInstrumentItemCCDetailsGroup,,detailsGroup,detailsGroup
,,ccDetailsGroup,ccDetailsGroup
paymentInstrumentItemCCOrderSubsGroup,,orderSubsGroup,orderSubsGroup
,,ccOrderSubsGroup,ccOrderSubsGroup
paymentInstrumentItemCCSubscriptions,,subscriptionsGroup,subscriptionsGroup
,,ccSubscriptions,ccSubscriptions
paymentInstrumentItemCCOrders,,ordersGroup,ordersGroup
,,ccOrders,ccOrders
paymentInstrumentItemCCOrderGroup,,order,order
,,ccOrder,ccOrder
paymentInstrumentItemCCOrderTotalAmount,,orderTotalAmount,orderTotalAmount
,,ccOrderTotalAmount,ccOrderTotalAmount
paymentInstrumentItemCCOrderLastFour,,orderLastFour,orderLastFour
,,ccOrderLastFour,ccOrderLastFour
paymentInstrumentItemCCOrderPlacedDate,,orderPlacedDate,orderPlacedDate
,,ccOrderPlacedDate,ccOrderPlacedDate
paymentInstrumentItemCCSubscriptionsLabel,,subscriptionsLabel,subscriptionsLabel
,,ccSubscriptionsLabel,ccSubscriptionsLabel
paymentInstrumentItemCCSubscriptionTitle,,subscriptionTitle,subscriptionTitle
,,ccSubscriptionTitle,ccSubscriptionTitle
paymentInstrumentItemCCSubscriptionLastFour,,subscriptionLastFour,subscriptionLastFour
,,ccSubscriptionLastFour,ccSubscriptionLastFour
paymentInstrumentItemCCSubscriptionGroup,,subscription,subscription
,,ccSubscription,ccSubscription
paymentInstrumentItemCCSubscriptionsList,,subscriptionsList,subscriptionsList
,,ccSubscriptionsList,ccSubscriptionsList
paymentInstrumentItemCCmanageSubscriptionsLink,,manageSubscriptionsLink,manageSubscriptionsLink
,,ccManageSubscriptionsLink,ccManageSubscriptionsLink
paymentInstrumentItemCCOrdersLabel,,ordersLabel,ordersLabel
,,ccOrdersLabel,ccOrdersLabel
paymentInstrumentItemCCOrderLink,,orderLink,orderLink
,,ccOrderLink,ccOrderLink
paymentInstrumentItemCCOrdersList,,ordersList,ordersList
,,ccOrdersList,ccOrdersList
paymentInstrumentItemACHImageAndActionsGroup,,imageAndActionsGroup,imageAndActionsGroup
,,achImageAndActionsGroup,achImageAndActionsGroup
paymentInstrumentItemACHDetailsGroup,,detailsGroup,detailsGroup
,,achDetailsGroup,achDetailsGroup
paymentInstrumentItemACHTransactionsGroup,,transactionsGroup,transactionsGroup
,,achTransactionsGroup,achTransactionsGroup
paymentInstrumentItemPaypalImageAndActionsGroup,,imageAndActionsGroup,imageAndActionsGroup
,,paypalImageAndActionsGroup,paypalImageAndActionsGroup
paymentInstrumentItemPaypalDetailsGroup,,detailsGroup,detailsGroup
,,paypalDetailsGroup,paypalDetailsGroup
paymentInstrumentItemPaypalTransactionsGroup,,transactionsGroup,transactionsGroup
,,paypalTransactionsGroup,paypalTransactionsGroup
paymentInstrumentItemNSMImageAndActionsGroup,,imageAndActionsGroup,imageAndActionsGroup
,,nsmImageAndActionsGroup,nsmImageAndActionsGroup
paymentInstrumentItemNSMDetailsGroup,,detailsGroup,detailsGroup
,,nsmDetailsGroup,nsmDetailsGroup
paymentInstrumentItemNSMTransactionsGroup,,transactionsGroup,transactionsGroup
,,nsmTransactionsGroup,nsmTransactionsGroup
paymentInstrumentItemVisaImage,,piImage,piImage
,,ccImage,ccImage
paymentInstrumentItemMastercardImage,,piImage,piImage
,,ccImage,ccImage
paymentInstrumentItemDiscoverImage,,piImage,piImage
,,ccImage,ccImage
paymentInstrumentItemAmexImage,,piImage,piImage
,,ccImage,ccImage
paymentInstrumentItemJCBImage,,piImage,piImage
,,ccImage,ccImage
paymentInstrumentItemSptImage,,piImage,piImage
,,nsmImage,nsmImage
paymentInstrumentItemVzwImage,,piImage,piImage
,,nsmImage,nsmImage
paymentInstrumentItemPaypalImage,,piImage,piImage
,,paypalImage,paypalImage
paymentInstrumentItemACHImage,,piImage,piImage
,,achImage,achImage
paymentInstrumentItemCSVImage,,piImage,piImage
,,csvImage,csvImage
paymentInstrumentItemCCExpired,,warning,text-warning
paymentInstrumentItemCCExpired,,cardExpired,cardExpired
expiryGroup,,expiryGroup,expiryGroup
paymentSummaryText,,summaryText,summaryText
cancelSaveGroup,,submitGroup,submitGroup
nonSimMobiFooterTextGroup,,nsm-instructions,nsm-instructions
non_sim_mobi_disclaimer,,nsm-disclaimer,nsm-disclaimer
cancelSubmitGroup,,submitGroup,submitGroup
cancelSaveNextGroup,,submitGroup,submitGroup
cancelGroup,,cancelGroup,cancelGroup
paypalInstructionTextGroup,,paypalInstructionText,paypalInstructionText
paymentMethod,,pmButtonGroup,pmButtonGroup
paymentInstrumentItemCSVBalance,,csvBalance,csvBalance
paymentInstrumentItemCSVBalanceLabel,,afterLabel,afterLabel
,,csvLabel,csvLabel
paymentInstrumentItemCSVBalanceSet,,csvBalanceSet,csvBalanceSet
shopAppsWithCSV,,csvLink,csvLink
paymentInstrumentItemCSVNoBalanceText,,csvLabel,csvLabel
paymentInstrumentItemCSVNoBalanceLink,,csvLink,csvLink
paymentInstrumentItemCSVNoBalanceTextSet,,csvBalanceSet,csvBalanceSet
paymentInstrumentItemCSVRedeemBitcoinLink,,accessibilityName,Redeem Bitcoin
,,action-trigger,action-trigger
,,actionButton,actionButton
,,detailsButton,detailsButton
paymentInstrumentItemCSVAddMoneyLink,,accessibilityName,Add money
,,action-trigger,action-trigger
,,actionButton,actionButton
paymentInstrumentItemCSVRedeemLink,,accessibilityName,Redeem a code or gift card
,,action-trigger,action-trigger
,,actionButton,actionButton
paymentInstrumentItemCSVShopLink,,accessibilityName,Shop for Microsoft and Xbox gift cards
,,action-trigger,action-trigger
,,actionButton,actionButton
paymentInstrumentItemACHUpdateLink,,accessibilityName,Edit direct debit details
,,action-trigger,action-trigger
,,actionButton,actionButton
paymentInstrumentItemACHViewMandateLink,,accessibilityName,View mandate
,,action-trigger,action-trigger
,,actionButton,actionButton
paymentInstrumentItemACHDeleteLink,,accessibilityName,Remove direct debit from account
,,action-trigger,action-trigger
,,actionButton,actionButton
paymentInstrumentItemPaypalDeleteLink,,accessibilityName,Remove Paypal from account
,,action-trigger,action-trigger
,,actionButton,actionButton
paymentInstrumentItemNSMDeleteLink,,accessibilityName,Remove non sim mobi from account
,,action-trigger,action-trigger
,,actionButton,actionButton
lastFourDigitsSepa,,accessibilityName,IBAN
idealBillingAgreementSelectBank,,accessibilityName,Choose your bank
paymentMethod,,accessibilityName,Payment Methods
paymentInstrument,,accessibilityName,Payment Instruments
backupPaymentInstrument,,accessibilityName,Payment Instruments
paymentInstrumentSelection,,accessibilityName,Payment Selection
backupPaymentInstrumentSelection,,accessibilityName,Backup Payment Selection
challengecvvSecurityCode,,accessibilityName,Security code
buyButton,,accessibilityName,Buy
csvTokenIdentifierValue,,accessibilityName,Card number
csvRedeemVerifyBalanceButton,,accessibilityName,View balance
csvRedeemAddBalanceButton,,accessibilityName,Add to your balance
csvRedeemTextLine2,,bold,text-bold
