PropertyHintId,CountryIds,TagKey,TagValue
,,maxLengthMessage,Maximum length for card number field reached.
cvv,,accessibilityName,CVV
,,col-3,col-3
,,help.dialog-large,dialog-large
,,maxLengthMessage,Maximum length for CVV field reached.
,,help.closeButtonAccessibilityName,"CVV is the Card Verification Value on your credit or debit card. On Visa, MasterCard and Discover cards, CVV is the last 3 numbers on the back of your card. On American Express cards, CVV is a 4 digit number on the front of the card, above the main card number. Close."
,,help.accessibilityName,''
,,help.linkAccessibilityName,What is a CVV?
cvvQrCode,,accessibilityName,CVV
,,col-3,col-3
,,help.dialog-large,dialog-large
,,maxLengthMessage,Maximum length for CVV field reached.
,,help.closeButtonAccessibilityName,"CVV is the Card Verification Value on your credit or debit card. On Visa, MasterCard and Discover cards, CVV is the last 3 numbers on the back of your card. On American Express cards, CVV is a 4 digit number on the front of the card, above the main card number. Close."
,,help.accessibilityName,''
,,help.linkAccessibilityName,What is a CVV?
cvvWithHint,,accessibilityName,CVV
,,col-3,col-3
,,accessibilityHint,Where is my CVV? The last 3 digits on the back.
,,help.dialog-large,dialog-large
,,maxLengthMessage,Maximum length for CVV field reached.
,,help.closeButtonAccessibilityName,"CVV is the Card Verification Value on your credit or debit card. On Visa, MasterCard and Discover cards, CVV is the last 3 numbers on the back of your card. On American Express cards, CVV is a 4 digit number on the front of the card, above the main card number. Close."
,,help.accessibilityName,''
,,help.linkAccessibilityName,What is a CVV?
cvvAmexWithHint,,accessibilityName,CVV
,,col-3,col-3
,,accessibilityHint,Where is my CVV? The 4 digit code on the front.
,,help.dialog-large,dialog-large
,,maxLengthMessage,Maximum length for CVV field reached.
,,help.closeButtonAccessibilityName,"CVV is the Card Verification Value on your credit or debit card. On Visa, MasterCard and Discover cards, CVV is the last 3 numbers on the back of your card. On American Express cards, CVV is a 4 digit number on the front of the card, above the main card number. Close."
,,help.accessibilityName,''
,,help.linkAccessibilityName,What is a CVV?
creditCardsCVV3Image,,accessibilityName,Card verification code location image
creditCardsCVV4Image,,accessibilityName,Card verification code location image for Amex card
addressLine1,,accessibilityName,Address line 1
addressLine2,,accessibilityName,Address line 2 (Optional)
addressLine3,,accessibilityName,Address line 3
addressCity,,accessibilityName,City
addressStandAloneCity,,accessibilityName,City
addressCitySolo,{}AddressCityM,accessibilityName,City
addressCityAfterPostal,{}AddressCityM,accessibilityName,City
addressCityBeforePostal,{}AddressCityM,accessibilityName,City
addressCounty,,accessibilityName,County (Optional)
addressInlineGroupPostalCode,{}AddressPostalCodeM,accessibilityName,Postal Code
addressPostalCode,{}AddressPostalCodeM,accessibilityName,Postal Code
addressPostalCodeSolo,{}AddressPostalCodeM,accessibilityName,Postal Code
addressPostalCodeSolo,{}AddressPostalCodeO,accessibilityName,Postal Code
addressPostalCodeAfterCity,{}AddressPostalCodeM,accessibilityName,Postal Code
addressPostalCode,{}AddressPostalCodeO,accessibilityName,Postal Code (Optional)
addressPostalCode,US,accessibilityName,ZIP code
addressPostalCode,SE,accessibilityName,Postal Code
addressPostalCode,BR,accessibilityName,Postal Code
addressInlineGroupPostalCode,FR,accessibilityName,Postal Code
addressInlineGroupPostalCode,NL,accessibilityName,Postal Code
nextButton,,accessibilityName,Next
nextModernValidateButton,,accessibilityName,Next
saveButton,,accessibilityName,Save
nextButton,,accessibilityName,Next
creditCardsummaryGroup,,summary-group,summary-group
creditCardUpdatesummaryGroup,,summary-group,summary-group
directDebitAchsummaryGroup,,summary-group,summary-group
directDebitSepasummaryGroup,,summary-group,summary-group
addressSummaryGroup,,summary-group,summary-group
idealBillingAgreementText2,,bold,text-bold
idealredirectMessageLine2Text2,,bold,text-bold
microsoftPrivacyTextGroup,,privacy-text-group,privacy-text-group
indiaTokenConsentMessageHyperlink,,accessibilityName,Learn more about tokenization
suggestAddressBackClosePageButton,,accessibilityName,Back
cancelBackButton,,accessibilityName,Back
suggestAddressBackButton,,accessibilityName,Back
suggestedAddresses,,accessibilityName,Suggested Addresses
addressStandAloneCountry,,accessibilityName,Country
addressPreviousButton,,accessibilityName,Back
previousButton,,accessibilityName,Back
viewTermsButton,,accessibilityName,"Microsoft respects your privacy. See our privacy statement."
cvv3HelpText,,noPidlddc.disableRegion,pidlddc-disable-live
cvv4HelpText,,noPidlddc.disableRegion,pidlddc-disable-live
microsoftPrivacyText,,noPidlddc.disableRegion,pidlddc-disable-live
microsoft_privacy_static_text,,noPidlddc,pidlddc-disable-live
creditCardsCVV3Image,,noPidlddc,pidlddc-disable-live
credit_card_visa_logo,,noPidlddc,pidlddc-disable-live
credit_card_mc_logo,,noPidlddc,pidlddc-disable-live
credit_card_amex_logo,,noPidlddc,pidlddc-disable-live
credit_card_discover_logo,,noPidlddc,pidlddc-disable-live
creditCardsWhereCVVNoLive,,noPidlddc,pidlddc-disable-live
creditCardsCVV3LocationTextNoLive,,noPidlddc,pidlddc-disable-live
creditCardsCVV4LocationTextNoLive,,noPidlddc,pidlddc-disable-live
