PropertyHintId,CountryIds,TagKey,TagValue
,,logoBlock,logoBlock
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,Card Logos
creditCardNHLogo,,accessibilityName,NH
,,logoBlock,logoBlock
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,Card Logos
creditCardHanaLogo,,accessibilityName,Hana
,,logoBlock,logoBlock
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,Card Logos
creditCardCITILogo,,accessibilityName,CITI
,,logoBlock,logoBlock
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,Card Logos
creditCardJejuLogo,,accessibilityName,Jeju
,,logoBlock,logoBlock
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,Card Logos
creditCardWooriLogo,,accessibilityName,Woori
,,logoBlock,logoBlock
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,Card Logos
creditCardSuhyupLogo,,accessibilityName,Suhyup
,,logoBlock,logoBlock
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,Card Logos
creditCardJeonbokLogo,,accessibilityName,Jeonbok
,,logoBlock,logoBlock
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,Card Logos
creditCardKwangjuLogo,,accessibilityName,Kwangju
,,logoBlock,logoBlock
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,Card Logos
creditCardShinhyupLogo,,accessibilityName,Shinhyup
,,logoBlock,logoBlock
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,Card Logos
creditCardHiperLogo,,accessibilityName,Hipercard
,,logoBlock,logoBlock
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,Card Logos
creditCardEloLogo,,accessibilityName,Elo
,,logoBlock,logoBlock
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,Card Logos
creditCardVerveLogo,,accessibilityName,Verve
,,logoBlock,logoBlock
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,Card Logos
paypalLogo,,accessibilityName,Paypal
,,parent.floatX-right,floatX-right
attLogo,,accessibilityName,AT&T
sptLogo,,accessibilityName,Sprint
cardholderName,,accessibilityName,Cardholder Name
cardNumber,,accessibilityName,Card number
,,maxLengthMessage,Maximum length for card number field reached.
cardNumberAmex,,accessibilityName,Card number
,,maxLengthMessage,Maximum length for card number field reached.
cardNumberCup,,accessibilityName,Card number
,,maxLengthMessage,Maximum length for card number field reached.
lastFourDigits,,accessibilityName,Last four digits of card number
cvv,,accessibilityName,CVV
,,col-3,col-3
,,help.dialog-large,dialog-large
,,maxLengthMessage,Maximum length for CVV field reached.
,,help.closeButtonAccessibilityName,"CVV is the Card Verification Value on your credit or debit card. On Visa, MasterCard and Discover cards, CVV is the last 3 numbers on the back of your card. On American Express cards, CVV is a 4 digit number on the front of the card, above the main card number. Close."
,,help.accessibilityName,''
,,help.linkAccessibilityName,What is a CVV?
cvvCup,,accessibilityName,CV/N2
,,col-3,col-3
,,help.dialog-medium,dialog-medium
,,maxLengthMessage,Maximum length for field reached.
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,CV/N2
creditCardsCVV3Image,,accessibilityName,Card verification code location image
creditCardsCVV4Image,,accessibilityName,Card verification code location image for Amex card
cupPhoneNumber,,accessibilityName,Bank associated Mobile Number
smsChallengeCode,,accessibilityName,Enter the code
smsNewCodeLink,,accessibilityName,Send me a new code
microsoft_privacy_link,,accessibilityName,privacy statement
modernMicrosoftPrivacyTextGroup,,privacy-text-group,privacy-text-group
paymentChangeButton,,accessibilityName,Change
,,action-trigger,action-trigger
paymentAccountsLink,,accessibilityName,account.microsoft.com
addressLine1,,accessibilityName,Address line 1
addressLine2,,accessibilityName,Address line 2 (Optional)
addressLine3,,accessibilityName,Address line 3
addressCity,,accessibilityName,City
addressCounty,,accessibilityName,County (Optional)
addressPostalCode,{}AddressPostalCodeM,accessibilityName,Postal Code
addressPostalCode,{}AddressPostalCodeO,accessibilityName,Postal Code (Optional)
addressPostalCode,US,accessibilityName,ZIP code
submitButton,,accessibilityName,Next
saveButton,,accessibilityName,Save
cancelButton,,accessibilityName,Cancel
nextButton,,accessibilityName,Next
previousButton,,accessibilityName,Previous
successButton,,accessibilityName,Next
yesButton,,accessibilityName,Yes
okButton,,accessibilityName,Ok
okNextButton,,accessibilityName,Ok
agreeAndContinueButton,,accessibilityName,Agree and Continue
taxCpfProperty,,accessibilityName,CPF
taxCnpjProperty,,accessibilityName,CNPJ
taxVatIdProperty,,accessibilityName,Tax ID
taxIndiaStateCstIdProperty,,accessibilityName,CST ID
taxIndiaStateVatIdProperty,,accessibilityName,VAT ID
taxVatIdProperty,,accessibilityName,VAT ID
taxCanadianFederalExemptProperty,,accessibilityName,Canadian Federal Tax Exempt Certificate No.
taxCanadianProvinceExemptProperty,,accessibilityName,Canadian Province Tax Exempt Certificate No.
taxUsExemptProperty,,accessibilityName,US Tax Exempt Certificate No.
taxVatIdProperty,au,accessibilityName,ABN
taxVatIdProperty,nz,accessibilityName,GST Registration No.
taxVatIdProperty,eg,accessibilityName,Tax Number
taxVatIdProperty,ci,accessibilityName,TVA
taxVatIdProperty,gh,accessibilityName,TIN
taxVatIdProperty,sn,accessibilityName,NINEA
taxVatIdProperty,zm,accessibilityName,TPIN
taxVatIdProperty,la,accessibilityName,TIN
directDebitAchAccountholderName,,accessibilityName,Name on account
directDebitAchAccountType,,theme,windows
,,accessibilityName,Type
directDebitAchAccount,,accessibilityName,Account number
,,col-6,col-6
,,help.closeButtonAccessibilityName,This is the account number on the check. Close.
,,help.accessibilityName,''
,,help.linkAccessibilityName,What is an account number?
directDebitAchBankCode,,accessibilityName,Routing number
,,col-6,col-6
,,help.closeButtonAccessibilityName,This is the routing number on the check. Close.
,,help.accessibilityName,''
,,help.linkAccessibilityName,What is a routing number?
achAccountNumberImage,,accessibilityName,Account number
achRoutingNumberImage,,accessibilityName,Routing number
achTermCheckbox,,accessibilityName,"By registering or selecting your bank account as your payment method, you authorize Microsoft (or its agent) to initiate one or more debits for the total amount (including applicable taxes, fees and shipping costs) of your purchase or subscription charge (in accordance with the terms of your subscription service) from your bank account (and, if necessary, initiate one or more credits to your bank account to correct errors, issue a refund or similar purpose), and you authorize the financial institution that holds your bank account to deduct such debits or accept such credits.  You understand that this authorization will remain in full force and effect until you remove your bank account information from your Microsoft account or Skype account."
directDebitAchChallengeAmount,,accessibilityName,Enter the deposit amount
directDebitSepaAccountholderName,,accessibilityName,Name on account
directDebitSepaAccount,,accessibilityName,IBAN number
directDebitSepaBankCode,,accessibilityName,BIC
directDebitSepaBankName,,accessibilityName,Bank name
directDebitSepaChallengeAmount,,accessibilityName,Enter the deposit amount
yesNextButton,,accessibilityName,Next
saveNextButton,,accessibilityName,Next
creditCardsummaryGroup,,summary-group,summary-group
creditCardUpdatesummaryGroup,,summary-group,summary-group
creditCardCupsummaryGroup,,summary-group,summary-group
debitCardCupsummaryGroup,,summary-group,summary-group
creditCardCupUpdatesummaryGroup,,summary-group,summary-group
debitCardCupUpdatesummaryGroup,,summary-group,summary-group
directDebitAchsummaryGroup,,summary-group,summary-group
directDebitSepasummaryGroup,,summary-group,summary-group
addressSummaryGroup,,summary-group,summary-group
idealBillingAgreementText2,,bold,text-bold
idealredirectMessageLine2Text2,,bold,text-bold
genericText2,,bold,text-bold
genericredirectMessageLine2Text2,,bold,text-bold
paypalText2,,bold,text-bold
idealBillingAgreementTextGroup,,bottom-text,bottom-text
genericTextGroup,,bottom-text,bottom-text
directDebitChallengeSubheading,,subheading-text,subheading-text
microsoftPrivacyTextGroup,,privacy-text-group,privacy-text-group
genericTryAnotherWayButton,,accessibilityName,"I'll use another way to pay"
,,button-full-width,button-full-width
paypalSignInButton,,accessibilityName,"Sign in to PayPal (new browser window)"
,,button-full-width,button-full-width
cancelButtonFullSize,,accessibilityName,Cancel
,,button-full-width,button-full-width
paypalTryAnotherWayButton,,accessibilityName,"I'll use another way to pay"
,,button-full-width,button-full-width
paypalTryAgainButton,,accessibilityName,"I'll try signing in again"
,,button-full-width,button-full-width
paypalYesButton,,accessibilityName,"Yes, let's wrap things up"
,,button-full-width,button-full-width
paypalNoButton,,accessibilityName,"No, I want to try again"
,,button-full-width,button-full-width
idealYesButton,,accessibilityName,Yes
genericYesButton,,accessibilityName,Yes
sepaYesButton,,accessibilityName,"Yes, let's wrap things up"
,,button-full-width,button-full-width
sepaTryAgainButton,,accessibilityName,"No, I want to try again"
,,button-full-width,button-full-width
non_sim_mobi_phone_operator,,accessibilityName,Pick your mobile operator
,,theme,windows
non_sim_mobi_phone_number,,accessibilityName,Your Phone Number
alipayBillingAgreementAccountType,,accessibilityName,Alipay account type
,,theme,windows
alipayBillingAgreementAccountId,,accessibilityName,Alipay account
alipayBillingAgreementPhone,,accessibilityName,Alipay associated mobile number
alipayBillingAgreementLastFiveCertNo,,accessibilityName,National ID last 5 digits
alipayBillingAgreementTOULink,,accessibilityName,Alipay Terms Of Use
alipayBillingAgreementFooterStaticText2,,bold,text-bold
non_sim_mobi_footer2,,bold,text-bold
noProfileAddressText,,bold,text-bold
newPaymentMethodLink,,accessibilityName,Add a new payment method
,,action-trigger,action-trigger
,,button-full-width,button-full-width
firstName,,accessibilityName,First name
lastName,,accessibilityName,Last name
emailAddress,,accessibilityName,Email address
addressSuggested,,accessibilityName,We suggest
addressEntered,,accessibilityName,Current address
addressUseButton,,accessibilityName,Use this address
userEnteredButton,,accessibilityName,Use this address
addressNextButton,,accessibilityName,Next
addressChangeButton,,accessibilityName,Change
addressChangeTradeAVSButton,,accessibilityName,Edit
,,action-trigger,action-trigger
,,button-blue,button-blue
,,marginleft-9,marginleft-9
addressChangeTradeAVSV2Button,,accessibilityName,Edit Address
,,action-trigger,action-trigger
,,button-blue,button-blue
addressEnteredMessage,,pidlReact.labelText,pidlReact.labelText
addressRecommandationMessage,,pidlReact.labelText,pidlReact.labelText
addressBackButton,,accessibilityName,Back
genericQrCodeImage,,accessibilityName,QR code image
,,image-qrCode,image-qrCode
,,image-large,image-large
genericLogo,,accessibilityName,GenericLogo
,,logoBlock,logoBlock
genericNextString,,bold,text-bold
suggestBlockUserEntered,,pidlReact.office-fabric.gap.10,pidlReact.office-fabric.gap.10
