PropertyHintId,CountryIds,TagKey,TagValue
,,help.closeButtonAccessibilityName,"CVV is the Card Verification Value on your credit or debit card. On Visa, MasterCard and Discover cards, CVV is the last 3 numbers on the back of your card. On American Express cards, CVV is a 4 digit number on the front of the card, above the main card number. Close."
,,help.accessibilityName,''
challengeCvv,,accessibilityName,CVV
,,col-3,col-3
,,help.dialog-large,dialog-large
,,maxLengthMessage,Maximum length for CVV field reached.
,,help.closeButtonAccessibilityName,"CVV is the Card Verification Value on your credit or debit card. On Visa, MasterCard and Discover cards, CVV is the last 3 numbers on the back of your card. On American Express cards, CVV is a 4 digit number on the front of the card, above the main card number. Close."
,,help.accessibilityName,''
cvvCup,,accessibilityName,CV/N2
,,col-3,col-3
,,help.dialog-medium,dialog-medium
,,maxLengthMessage,Maximum length for field reached.
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,CV/N2
cvvCupInternational,,accessibilityName,CVV
,,col-3,col-3
,,help.dialog-medium,dialog-medium
,,maxLengthMessage,Maximum length for field reached.
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,CVV
creditCardsCVV3Image,,accessibilityName,Card verification code location image
creditCardsCVV4Image,,accessibilityName,Card verification code location image for Amex card
cupPhoneNumber,,accessibilityName,Bank associated Mobile Number
smsChallengeCode,,accessibilityName,Enter the code
smsNewCodeLink,,accessibilityName,Send me a new code
paymentChangeButton,,accessibilityName,Change
,,action-trigger,action-trigger
cvv3DSSubmitButton,,accessibilityName,Submit
addressLine1,,accessibilityName,Address line 1
addressLine2,,accessibilityName,Address line 2 (Optional)
addressLine3,,accessibilityName,Address line 3
addressCity,,accessibilityName,City
addressCounty,,accessibilityName,County (Optional)
addressCountyGB,gb,accessibilityName,County (Optional)
addressPostalCode,{}AddressPostalCodeM,accessibilityName,Postal Code
addressPostalCode,{}AddressPostalCodeO,accessibilityName,Postal Code (Optional)
addressPostalCode,US,accessibilityName,Zip
hapiSUALine1,,accessibilityName,Address line 1
hapiSUALine2,,accessibilityName,Address line 2 (Optional)
hapiSUALine3,,accessibilityName,Address line 3 (Optional)
hapiSUACity,,accessibilityName,City
hapiSUAState,,accessibilityName,State
,,theme,windows
hapiSUACounty,,accessibilityName,County (Optional)
hapiSUAProvince,{}AddressProvinceM,accessibilityName,Province
,{}AddressProvinceM,theme,windows
hapiSUAProvince,{}AddressProvinceO,accessibilityName,Province (Optional)
,{}AddressProvinceO,theme,windows
hapiSUAProvince,CA,accessibilityName,Province
,CA,theme,windows
hapiSUAProvince,fr,accessibilityName,Department (Optional)
,fr,theme,windows
hapiSUAProvince,CN,accessibilityName,Province
,CN,theme,windows
hapiSUAProvince,ES,accessibilityName,Province
,ES,theme,windows
hapiSUAProvince,bs,accessibilityName,Province (Optional)
,bs,theme,windows
hapiSUAProvince,bz,accessibilityName,Province
,bz,theme,windows
hapiSUAProvince,cr,accessibilityName,Province (Optional)
,cr,theme,windows
hapiSUAProvince,hn,accessibilityName,Province (Optional)
,hn,theme,windows
hapiSUAProvince,jm,accessibilityName,Province (Optional)
,jm,theme,windows
hapiSUAProvince,tr,accessibilityName,Province (Optional)
,tr,theme,windows
hapiSUAProvince,ve,accessibilityName,Province (Optional)
,ve,theme,windows
hapiSUAPostalCode,{}AddressPostalCodeM,accessibilityName,Postal Code
hapiSUAPostalCode,{}AddressPostalCodeO,accessibilityName,Postal Code (Optional)
hapiSUAPostalCode,US,accessibilityName,Zip
hapiSUACountryCode,,accessibilityName,Country/Region
,,theme,windows
hapiSUAPhoneNumber,,accessibilityName,Phone
hapiSUATaxEnabled,,accessibilityName,"Please confirm you are an authorized purchaser for a VAT registered entity"
hapiSUATaxDisabled,,accessibilityName,"Please confirm you are an authorized purchaser for a VAT registered entity"
hapiSUATurkeyFooTaxId,,accessibilityName,VAT ID
hapiSUATurkeyFooTaxId,fj,accessibilityName,TIN
hapiSUATurkeyFooTaxId,gt,accessibilityName,NIT
hapiSUATurkeyFooTaxId,kh,accessibilityName,VAT-TIN
hapiSUATurkeyFooTaxId,ph,accessibilityName,TIN
hapiSUATurkeyFooTaxId,vn,accessibilityName,TIN
hapiSUATurkeyFooTaxId,bd,accessibilityName,BIN
hapiSUATurkeyFooTaxId,bs,accessibilityName,TIN
hapiSUATurkeyFooTaxId,cl,accessibilityName,RUT
hapiSUATurkeyFooTaxId,co,accessibilityName,NIT
hapiSUATurkeyFooTaxId,id,accessibilityName,NPWP
hapiSUATurkeyFooTaxId,th,accessibilityName,TIN
submitButton,,accessibilityName,Next
saveButton,,accessibilityName,Save
saveWithValidationButton,,accessibilityName,Save
cancelButton,,accessibilityName,Cancel
nextButton,,accessibilityName,Next
okButton,,accessibilityName,Ok
profileOrganizationTaxInvoiceButton,,accessibilityName,Register for e-invoice
taxCpfProperty,,accessibilityName,CPF
taxCnpjProperty,,accessibilityName,CNPJ
hapiTaxCnpjProperty,,accessibilityName,CNPJ
taxIndiaStateGstIdProperty,,accessibilityName,GST ID
taxIndiaPanIdProperty,,accessibilityName,PAN ID
taxCodiceFiscaleIdProperty,,accessibilityName,Codice Fiscale ID
taxNationalIdProperty,,accessibilityName,UIN
taxVatIdProperty,,accessibilityName,VAT ID
taxVatIdProperty,au,accessibilityName,ABN
taxVatIdProperty,nz,accessibilityName,GST Registration No.
taxVatIdProperty,tw,accessibilityName,TAX ID
taxVatIdProperty,eg,accessibilityName,Tax Number
taxVatIdProperty,ci,accessibilityName,TVA
taxVatIdProperty,gh,accessibilityName,TIN
taxVatIdProperty,sn,accessibilityName,NINEA
taxVatIdProperty,zm,accessibilityName,TPIN
taxVatIdProperty,la,accessibilityName,TIN
hapiTaxVatIdProperty,,accessibilityName,VAT ID
hapiTaxVatIdProperty,au,accessibilityName,ABN
hapiTaxVatIdProperty,nz,accessibilityName,GST Registration No.
hapiTaxVatIdProperty,tw,accessibilityName,TAX ID
hapiTaxVatIdProperty,fj,accessibilityName,TIN
hapiTaxVatIdProperty,gt,accessibilityName,NIT
hapiTaxVatIdProperty,kh,accessibilityName,VAT-TIN
hapiTaxVatIdProperty,ph,accessibilityName,TIN
hapiTaxVatIdProperty,vn,accessibilityName,TIN
hapiTaxVatIdProperty,bd,accessibilityName,BIN
hapiTaxVatIdProperty,bs,accessibilityName,TIN
hapiTaxVatIdProperty,cl,accessibilityName,RUT
hapiTaxVatIdProperty,co,accessibilityName,NIT
hapiTaxVatIdProperty,id,accessibilityName,NPWP
hapiTaxVatIdProperty,th,accessibilityName,TIN
hapiTaxVatIdProperty,am,accessibilityName,AAH
hapiTaxVatIdProperty,by,accessibilityName,NDS
hapiTaxVatIdProperty,mx,accessibilityName,RFC
hapiTaxVatIdProperty,no,accessibilityName,Orgnr
hapiTaxVatIdProperty,tr,accessibilityName,VKN
hapiTaxVatIdProperty,bb,accessibilityName,TIN
hapiTaxVatIdProperty,il,accessibilityName,Ma'am
hapiTaxVatIdProperty,kz,accessibilityName,RUT
hapiTaxVatIdProperty,la,accessibilityName,TIN
hapiTaxVatIdProperty,np,accessibilityName,VAT
hapiTaxVatIdProperty,sg,accessibilityName,GST/VAT ID
hapiTaxVatIdProperty,ug,accessibilityName,TIN
hapiTaxVatIdProperty,ci,accessibilityName,TVA
hapiTaxVatIdProperty,gh,accessibilityName,TIN
hapiTaxVatIdProperty,sn,accessibilityName,NINEA
hapiTaxVatIdProperty,zm,accessibilityName,TPIN
hapiTaxVatIdProperty,la,accessibilityName,TIN
hapiTaxVatIdProperty,eg,accessibilityName,Tax Number
hapiTaxVatIdPropertyDisabled,,accessibilityName,VAT ID
hapiTaxVatIdPropertyDisabled,fj,accessibilityName,TIN
hapiTaxVatIdPropertyDisabled,gt,accessibilityName,NIT
hapiTaxVatIdPropertyDisabled,kh,accessibilityName,VAT-TIN
hapiTaxVatIdPropertyDisabled,ph,accessibilityName,TIN
hapiTaxVatIdPropertyDisabled,vn,accessibilityName,TIN
hapiTaxVatIdPropertyDisabled,bd,accessibilityName,BIN
hapiTaxVatIdPropertyDisabled,bs,accessibilityName,TIN
hapiTaxVatIdPropertyDisabled,cl,accessibilityName,RUT
hapiTaxVatIdPropertyDisabled,co,accessibilityName,NIT
hapiTaxVatIdPropertyDisabled,id,accessibilityName,NPWP
hapiTaxVatIdPropertyDisabled,th,accessibilityName,TIN
hapiTaxVatIdPropertyDisabled,am,accessibilityName,AAH
hapiTaxVatIdPropertyDisabled,by,accessibilityName,NDS
hapiTaxVatIdPropertyDisabled,mx,accessibilityName,RFC
hapiTaxVatIdPropertyDisabled,no,accessibilityName,Orgnr
hapiTaxVatIdPropertyDisabled,tr,accessibilityName,VKN
hapiTaxVatIdPropertyDisabled,bb,accessibilityName,TIN
hapiTaxVatIdPropertyDisabled,il,accessibilityName,Ma'am
hapiTaxVatIdPropertyDisabled,kz,accessibilityName,RUT
hapiTaxVatIdPropertyDisabled,la,accessibilityName,TIN
hapiTaxVatIdPropertyDisabled,np,accessibilityName,VAT
hapiTaxVatIdPropertyDisabled,sg,accessibilityName,GST/VAT ID
hapiTaxVatIdPropertyDisabled,ug,accessibilityName,TIN
hapiTaxVatIdPropertyDisabled,ci,accessibilityName,TVA
hapiTaxVatIdPropertyDisabled,gh,accessibilityName,TIN
hapiTaxVatIdPropertyDisabled,sn,accessibilityName,NINEA
hapiTaxVatIdPropertyDisabled,zm,accessibilityName,TPIN
hapiTaxVatIdPropertyDisabled,eg,accessibilityName,Tax Number
hapiTaxIndiaStateGstIdProperty,,accessibilityName,GST ID
hapiTaxIndiaPanIdProperty,,accessibilityName,PAN ID
hapiTaxCodiceFiscaleIdProperty,,accessibilityName,Codice Fiscale ID
hapiTaxNationalIdProperty,,accessibilityName,UIN
hapiTaxLoveCodeProperty,,accessibilityName,Love code (applies if not VAT ID)
hapiTaxMobileBarcodeProperty,,accessibilityName,Mobile barcode
taxCanadianFederalExemptProperty,,accessibilityName,Canadian Federal Tax Exempt Certificate No.
taxCanadianProvinceExemptProperty,,accessibilityName,Canadian Province Tax Exempt Certificate No.
taxUsExemptProperty,,accessibilityName,US Tax Exempt Certificate No.
directDebitAchAccountholderName,,accessibilityName,Name on account
directDebitAchAccountType,,theme,windows
,,accessibilityName,Type
directDebitAchAccount,,accessibilityName,Account number
,,col-6,col-6
,,help.closeButtonAccessibilityName,This is the account number on the check. Close.
,,help.accessibilityName,''
,,help.linkAccessibilityName,What is an account number?
lastFourDigitsACH,,accessibilityName,Account number
,,col-6,col-6
,,help.closeButtonAccessibilityName,This is the account number on the check. Close.
,,help.accessibilityName,''
,,help.linkAccessibilityName,What is an account number?
directDebitAchBankCode,,accessibilityName,Routing number
,,col-6,col-6
,,help.closeButtonAccessibilityName,This is the routing number on the check. Close.
,,help.accessibilityName,''
,,help.linkAccessibilityName,What is a routing number?
achAccountNumberImage,,accessibilityName,Account number
achRoutingNumberImage,,accessibilityName,Routing number
achTermCheckbox,,accessibilityName,"By registering or selecting your bank account as your payment method, you authorize Microsoft (or its agent) to initiate one or more debits for the total amount (including applicable taxes, fees and shipping costs) of your purchase or subscription charge (in accordance with the terms of your subscription service) from your bank account (and, if necessary, initiate one or more credits to your bank account to correct errors, issue a refund or similar purpose), and you authorize the financial institution that holds your bank account to deduct such debits or accept such credits.  You understand that this authorization will remain in full force and effect until you remove your bank account information from your Microsoft account or Skype account."
directDebitSepaAccountholderName,,accessibilityName,Name on account
directDebitSepaAccount,,accessibilityName,IBAN number
lastFourDigitsSepa,,accessibilityName,IBAN number
directDebitSepaBankCode,,accessibilityName,BIC
directDebitSepaBankName,,accessibilityName,Bank name
directDebitSepaPopupText,,bold,text-bold
directDebitSepaChallengeAmount,,accessibilityName,Enter the deposit amount
saveNextButton,,accessibilityName,Next
creditCardCupsummaryGroup,,summary-group,summary-group
debitCardCupsummaryGroup,,summary-group,summary-group
creditCardCupUpdatesummaryGroup,,summary-group,summary-group
debitCardCupUpdatesummaryGroup,,summary-group,summary-group
addressSummaryGroup,,summary-group,summary-group
idealBillingAgreementText2,,bold,text-bold
idealredirectMessageLine2Text2,,bold,text-bold
paypalText2,,bold,text-bold
idealBillingAgreementTextGroup,,bottom-text,bottom-text
directDebitChallengeSubheading,,subheading-text,subheading-text
microsoftPrivacyTextGroup,,privacy-text-group,privacy-text-group
paypalSignInButton,,accessibilityName,"Sign in to PayPal (new browser window)"
,,button-full-width,button-full-width
cancelButtonFullSize,,accessibilityName,Cancel
,,button-full-width,button-full-width
paypalTryAnotherWayButton,,accessibilityName,"I'll use another way to pay"
,,button-full-width,button-full-width
paypalTryAgainButton,,accessibilityName,"I'll try signing in again"
,,button-full-width,button-full-width
paypalYesButton,,accessibilityName,"Yes, let's wrap things up"
,,button-full-width,button-full-width
paypalNoButton,,accessibilityName,"No, I want to try again"
,,button-full-width,button-full-width
idealYesButton,,accessibilityName,Yes
sepaYesButton,,accessibilityName,"Yes, let's wrap things up"
,,button-full-width,button-full-width
sepaTryAgainButton,,accessibilityName,"No, I want to try again"
,,button-full-width,button-full-width
non_sim_mobi_phone_operator,,accessibilityName,Pick your mobile operator
,,theme,windows
non_sim_mobi_phone_number,,accessibilityName,Your Phone Number
alipayBillingAgreementAccountType,,accessibilityName,Alipay account type
,,theme,windows
alipayBillingAgreementAccountId,,accessibilityName,Alipay account
alipayBillingAgreementPhone,,accessibilityName,Alipay associated mobile number
alipayBillingAgreementLastFiveCertNo,,accessibilityName,National ID last 5 digits
alipayBillingAgreementTOULink,,accessibilityName,Alipay Terms Of Use
alipayBillingAgreementFooterStaticText2,,bold,text-bold
non_sim_mobi_footer2,,bold,text-bold
noProfileAddressText,,bold,text-bold
profileOrganizationEmailAddressProperty,,accessibilityName,Email address
profileOrganizationCompanyNameProperty,,accessibilityName,Company name
addressFirstName,,accessibilityName,First name
addressMiddleName,,accessibilityName,Middle name
addressLastName,,accessibilityName,Last name
addressPhoneNumber,,accessibilityName,Phone Number
emailAddress,,accessibilityName,Email Address
profileOrganizationLoveCodeProperty,,accessibilityName,Love code (applies if not VAT ID)
profileOrganizationMobileBarcodeProperty,,accessibilityName,Mobile barcode
billingGroupLightWeightDescription,,accessibilityName,Billing profile name
billingGroupLightWeightAddSelectPi,,accessibilityName,Pick your payment method
profileOrganizationLegalTextLine1,,warning,text-warning
profileOrganizationLegalTextLine2,,warning,text-warning
profileIsTaxEnabled,,accessibilityName,"Please confirm you are an authorized purchaser for a VAT registered entity"
,,warning,text-warning
profileIsTaxDisabled,,accessibilityName,"Please confirm you are an authorized purchaser for a VAT registered entity"
,,warning,text-warning
billingGroupListSIBGs,,theme,windows
,,accessibilityName,billing groups
billingGroupLightWeightAddSelectPi,,theme,windows
,,accessibilityName,Payment methods
paymentMethod,,accessibilityName,Select a payment type
,,theme,windows
paymentInstrument,,accessibilityName,Pick a way to pay
,,theme,windows
paymentInstrumentListPi,,theme,windows
,,accessibilityName,Payment methods
paymentInstrumentListMCPi,,theme,windows
,,accessibilityName,Payment methods
paymentInstrumentListMCPiModern,,theme,windows
,,accessibilityName,Payment methods
paymentInstrumentListEligiblePi,,theme,windows
,,accessibilityName,Payment methods
selectButtonPidlPayload,,accessibilityName,Next
updateSoldToLegalEntityProfileCompanyNameProperty,,accessibilityName,Company name
updateSoldToLegalEntityProfileEmailAddressProperty,,accessibilityName,Email address
updateSoldToLegalEntityProfilePhoneNumberProperty,,accessibilityName,Phone number
updateSoldToLegalEntityProfileFirstNameProperty,,accessibilityName,First name
updateSoldToLegalEntityProfileLastNameProperty,,accessibilityName,Last name
updateProfileAddressLine1,,accessibilityName,Address line 1
updateProfileAddressLine2,,accessibilityName,Address line 2 (Optional)
updateProfileAddressLine3,,accessibilityName,Address line 3
updateProfileAddressCity,{}AddressCityM,accessibilityName,City
updateProfileAddressState,{}AddressStateM,accessibilityName,State
,{}AddressStateM,theme,windows
updateProfileAddressState,{}AddressStateO,accessibilityName,State (Optional)
,{}AddressStateO,theme,windows
updateProfileAddressCounty,,accessibilityName,County (Optional)
updateProfileAddressProvince,{}AddressProvinceM,accessibilityName,Province
,{}AddressProvinceM,theme,windows
updateProfileAddressProvince,{}AddressProvinceO,accessibilityName,Province (Optional)
,{}AddressProvinceO,theme,windows
updateProfileAddressProvince,fr,accessibilityName,Department (Optional)
,fr,theme,windows
updateProfileAddressPostalCode,{}AddressPostalCodeM,accessibilityName,Postal code
updateProfileAddressPostalCode,{}AddressPostalCodeO,accessibilityName,Postal code (Optional)
updateProfileAddressPostalCode,us,accessibilityName,Zip
updateLegalEntityAddressLine1,,accessibilityName,Address line 1
updateLegalEntityAddressLine2,,accessibilityName,Address line 2 (Optional)
updateLegalEntityAddressLine3,,accessibilityName,Address line 3
updateLegalEntityAddressPostalCode,{}AddressPostalCodeM,accessibilityName,Postal code
updateLegalEntityAddressPostalCode,{}AddressPostalCodeO,accessibilityName,Postal code (Optional)
updateLegalEntityAddressPostalCode,us,accessibilityName,Zip
updateProfileAddressCountry,,accessibilityName,Country/Region
,,theme,windows
updateSoldToProfileLink,,accessibilityName,Edit
addNewBG,,accessibilityName,+ Add a billing profile
editBillingDetails,,accessibilityName,Edit billing details
billingGroupPONumber,,accessibilityName,P.O. Number (optional)
idealBillingAgreementSelectBank,,accessibilityName,Choose your bank
ProfileOrganizationTurkeyFooTaxId,,accessibilityName,VAT ID
challengecvvSecurityCode,,accessibilityName,Security code
saveButtonSuccess,,accessibilityName,Save
firstName,,accessibilityName,First name
lastName,,accessibilityName,Last name
hapiTaxInvoiceButton,,accessibilityName,Register for e-invoice
profileEmployeeEmailAddressProperty,,accessibilityName,Email address
profileEmployeeEmailProperty,,accessibilityName,Email
cc3DSYesButton,,accessibilityName,"Yes, let's wrap things up"
cc3DSNoButton,,accessibilityName,"No, I want to try again"
orderSummaryButton,,accessibilityName,Accept agreement & place order
updateProfileAddressMobileProperty,,accessibilityName,Phone number
updateProfileAddressFirstNameProperty,,accessibilityName,First name
updateProfileAddressLastNameProperty,,accessibilityName,Last name
updateSoldToProfileCompanyNameProperty,,accessibilityName,Company name
updateSoldToProfileEmailAddressProperty,,accessibilityName,Email address
paymentUpdateAddressEnabled,,accessibilityName,Address of my company is same as above
paymentUpdateAddressDisabled,,accessibilityName,Address of my company is same as above
hapiV1ModernAccountV20190531Address_addressLine1,,accessibilityName,Address line 1
hapiV1ModernAccountV20190531Address_addressLine2,,accessibilityName,Address line 2 (optional)
hapiV1ModernAccountV20190531Address_addressLine3,,accessibilityName,Address line 3 (optional)
hapiV1ModernAccountV20190531Address_city,,accessibilityName,City
hapiV1ModernAccountV20190531Address_region,,accessibilityName,State
,,theme,windows
hapiV1ModernAccountV20190531Address_region,{}AddressCountyO,accessibilityName,County (optional)
hapiV1ModernAccountV20190531Address_region,{}AddressProvinceM,accessibilityName,Province
,,theme,windows
hapiV1ModernAccountV20190531Address_region,{}AddressProvinceO,accessibilityName,Province (optional)
,,theme,windows
hapiV1ModernAccountV20190531Address_region,fr,accessibilityName,Department (Optional)
,,theme,windows
hapiV1ModernAccountV20190531Address_postalCode,,accessibilityName,Zip
hapiV1ModernAccountV20190531Address_country,,accessibilityName,Country/Region
,,theme,windows
hapiV1ModernAccountV20190531Address_phoneNumber,,accessibilityName,Phone number (optional)
hapiV1ModernAccountV20190531Address_email,,accessibilityName,Email (optional)
hapiV1ModernAccountV20190531OrganizationAddress_companyName,,accessibilityName,Organization name
hapiV1ModernAccountV20190531IndividualAddress_companyName,,accessibilityName,Organization name (optional)
hapiV1ModernAccountV20190531IndividualAddress_firstName,,accessibilityName,First name
hapiV1ModernAccountV20190531IndividualAddress_lastName,,accessibilityName,Last name
hapiV1ModernAccountV20190531Address_firstName,,accessibilityName,First name
hapiV1ModernAccountV20190531Address_middleName,,accessibilityName,Middle name
hapiV1ModernAccountV20190531Address_lastName,,accessibilityName,Last name
hapiV1SoldToOrganization_businessContactEmail,,accessibilityName,Email
hapiV1SoldToOrganization_businessContactPhoneNumber,,accessibilityName,Phone number
hapiV1SoldToOrganization_email,,accessibilityName,Email
hapiV1SoldToOrganization_phoneNumber,,accessibilityName,Phone number
hapiV1SoldToOrganization_companyName,,accessibilityName,Legal name of your organization
hapiV1SoldToOrganization_tradeNameDBA,,accessibilityName,Doing business as (DBA) name
hapiV1SoldToOrganization_tradeName,,accessibilityName,Doing business as (optional)
hapiV1ShipToOrganization_name,,accessibilityName,Name
hapiV1ShipToOrganization_nameDisabled,,accessibilityName,Name
hapiV1SoldToOrganization_billingAccountName,,accessibilityName,Billing account name
hapiV1SoldToOrganization_registrationNumber,,accessibilityName,Registration number
hapiV1SoldToOrganization_registrationNumber,RU,accessibilityName,INN registration number
hapiV1SoldToOrganization_registrationNumber,AM,accessibilityName,VAT/Public service/INN/UNN/NZOU registration number
hapiV1SoldToOrganization_registrationNumber,AZ,accessibilityName,TIN/INN/PIC registration number
hapiV1SoldToOrganization_registrationNumber,BY,accessibilityName,UNP registration number
hapiV1SoldToOrganization_registrationNumber,KZ,accessibilityName,BIN/IIN registration number
hapiV1SoldToOrganization_registrationNumber,KG,accessibilityName,INN registration number
hapiV1SoldToOrganization_registrationNumber,MD,accessibilityName,IDNO/IDNP registration number
hapiV1SoldToOrganization_registrationNumber,TJ,accessibilityName,INN/EIN/KPP registration number
hapiV1SoldToOrganization_registrationNumber,UZ,accessibilityName,INN registration number
hapiV1SoldToOrganization_registrationNumber,UA,accessibilityName,EGRPOU/EDRPOU registration number
hapiV1SoldToOrganization_registrationNumber,HU,accessibilityName,TIN registration number
hapiV1SoldToOrganization_registrationNumber,TH,accessibilityName,TIN registration number
hapiV1SoldToOrganization_registrationNumber,VN,accessibilityName,TIN registration number
hapiV1SoldToOrganization_registrationNumber,TR,accessibilityName,TIN/NIN registration number
hapiV1SoldToOrganization_registrationNumber,PL,accessibilityName,TIN/PESEL registration number
hapiV1SoldToOrganization_registrationNumber,ZA,accessibilityName,Tax reference number
hapiV1SoldToOrganization_registrationNumber,BR,accessibilityName,CNPJ registration number
hapiV1SoldToOrganization_registrationNumber,IQ,accessibilityName,TIN registration number
hapiV1SoldToOrganization_registrationNumber,MM,accessibilityName,TIN registration number
hapiV1SoldToOrganization_registrationNumber,SA,accessibilityName,TIN registration number
hapiV1SoldToOrganization_registrationNumber,SS,accessibilityName,TIN registration number
hapiV1SoldToOrganization_registrationNumber,AE,accessibilityName,Tax/VAT registration number
hapiV1SoldToOrganization_registrationNumber,VE,accessibilityName,RIF registration number
hapiV1SoldToOrganization_registrationNumber,IN,accessibilityName,Tax/PAN registration number
hapiV1SoldToOrganization_registrationNumber,CN,accessibilityName,TIN registration number
newPaymentMethodLink,,accessibilityName,Add a new payment method
,,action-trigger,action-trigger
hapiTaxCountryProperty,,theme,windows
,,accessibilityName,Country/Region
invoiceCheckbox,,accessibilityName,"Your order requires an increase to your account's invoicing limit. By selecting this check box, you request the increase and agree to be contacted for a credit check, if needed. (If we don't need additional information, your order will be completed automatically tomorrow.)"
companyPONumber,,accessibilityName,PO Number or memo
paymentMethodRadio,,accessibilityName,Payment Methods
saveButtonSuccessWithPayload,,accessibilityName,Save
validateThenSuccessWithPayloadButton,,accessibilityName,Save
paymentInstrumentItemCCGroup,,pidlReact.office-fabric.columnGap.10,pidlReact.office-fabric.columnGap.10
paymentInstrumentItemAchGroup,,pidlReact.office-fabric.columnGap.10,pidlReact.office-fabric.columnGap.10
paymentInstrumentItemSepaGroup,,pidlReact.office-fabric.columnGap.10,pidlReact.office-fabric.columnGap.10
paymentInstrumentItemInvoiceBasicGroup,,pidlReact.office-fabric.columnGap.10,pidlReact.office-fabric.columnGap.10
paymentInstrumentItemInvoiceCheckGroup,,pidlReact.office-fabric.columnGap.10,pidlReact.office-fabric.columnGap.10
paymentInstrumentItemAlipayGroup,,pidlReact.office-fabric.columnGap.10,pidlReact.office-fabric.columnGap.10
paymentInstrumentItemUnionpayGroup,,pidlReact.office-fabric.columnGap.10,pidlReact.office-fabric.columnGap.10
paymentInstrumentItemCheckGroup,,pidlReact.office-fabric.columnGap.10,pidlReact.office-fabric.columnGap.10
paymentInstrumentItemNonCCNonCheckGroup,,pidlReact.office-fabric.columnGap.10,pidlReact.office-fabric.columnGap.10
paymentInstrumentItemCCLogo,,accessibilityName,({contextData.paymentMethod.display.name})
addressStateModernAccount,us,theme,windows
,us,accessibilityName,State
