DisplaySequenceId,CountryIds,FlightName,HintId
,,,creditCardAddressPage
creditCardAmexAddPageSequence,,,add_credit_debit_heading
,,enableAddtionalHeader,additionalHeaderPlaceHolder
,,,accept_card_message
,,,creditCardAmexLogo
,,,starRequiredTextGroup
,,,paymentMethod.credit_card_amex_add_details.add.()CountryId
creditCardAmexAddWithUpdateAddressEnabled,,,creditCardAmexAddWithUpdateAddressEnabledPage
creditCardAmexAddWithUpdateAddressEnabledPageSequence,,,accept_card_message
,,,creditCardAmexLogo
,,,paymentMethod.credit_card_add_details.add.()CountryId
,,,paymentUpdateAddressEnabled
creditCardAmexAddWithUpdateAddressDisabled,,,creditCardAmexAddWithUpdateAddressDisabledPage
creditCardAmexAddWithUpdateAddressDisabledPageSequence,,,accept_card_message
,,,creditCardAmexLogo
,,,paymentMethod.credit_card_add_details.add.()CountryId
,,,paymentUpdateAddressDisabled
creditCardAmexAddDetails,,,cardholderName
,,,cardNumberAmex
,,,expiryGroup
,,,cvvGroup
,,enableAddtionalFooter,additionalFooterPlaceHolder
,,,pidlContainer
,,,cancelBackNextGroup
creditCardUpdate,,,creditCardUpdatePage
,,,creditCardUpdateAddressPage
creditCardUpdatePageSequence,,,update_credit_debit_heading
,,enableAddtionalHeader,additionalHeaderPlaceHolder
,,,starRequiredTextGroup
,,,cardholderName
,,,lastFourDigits
,,,expiryGroup
,,,microsoftPrivacyTextGroup
,,enableAddtionalFooter,additionalFooterPlaceHolder
,,,cancelNextGroup
creditCardUpdateAddressPageSequence,,,update_credit_debit_heading
,,,starRequiredTextGroup
,,enableAddtionalHeader,additionalHeaderPlaceHolder
,,,address.internal.()Operation.()CountryId
,,,microsoftPrivacyTextGroup
,,enableAddtionalFooter,additionalFooterPlaceHolder
,,,cancelBackSaveGroup
creditCardUpdateWithCvv,,,creditCardUpdateWithCvvPage
,,,creditCardUpdateAddressPage
creditCardUpdateWithCvvPageSequence,,,update_credit_debit_heading
,,enableAddtionalHeader,additionalHeaderPlaceHolder
,,,starRequiredTextGroup
,,,cardholderName
,,,lastFourDigits
,,,expiryGroup
,,,cvvGroup
,,,microsoftPrivacyTextGroup
,,enableAddtionalFooter,additionalFooterPlaceHolder
,,,cancelNextGroup
creditCardEloAdd,,,creditCardEloAddPage
,,,creditCardAddressPage
creditCardEloAddPageSequence,,,add_credit_debit_heading
,,enableAddtionalHeader,additionalHeaderPlaceHolder
,,,acceptedEloCardGroup
,,,starRequiredTextGroup
,,,paymentMethod.credit_card_add_details.add.()CountryId
creditCardHipercardAdd,,,creditCardHipercardAddPage
,,,creditCardAddressPage
creditCardHipercardAddPageSequence,,,add_credit_debit_heading
,,enableAddtionalHeader,additionalHeaderPlaceHolder
,,,acceptedHipercardCardGroup
,,,starRequiredTextGroup
,,,paymentMethod.credit_card_add_details.add.()CountryId
creditCardVerveAdd,,,creditCardVerveAddPage
,,,creditCardAddressPage
creditCardVerveAddPageSequence,,,add_credit_debit_heading
,,enableAddtionalHeader,additionalHeaderPlaceHolder
,,,acceptedVerveCardGroup
,,,starRequiredTextGroup
,,,paymentMethod.credit_card_add_details.add.()CountryId
creditCardEloAddWithUpdateAddressEnabled,,,creditCardEloAddWithUpdateAddressEnabledPage
,,,creditCardAddressPage
creditCardEloAddWithUpdateAddressEnabledPageSequence,,,acceptedEloCardGroup
,,,paymentMethod.credit_card_add_details.add.()CountryId
,,,paymentUpdateAddressEnabled
creditCardHipercardAddWithUpdateAddressEnabled,,,creditCardHipercardAddWithUpdateAddressEnabledPage
,,,creditCardAddressPage
creditCardHipercardAddWithUpdateAddressEnabledPageSequence,,,acceptedHipercardCardGroup
,,,paymentMethod.credit_card_add_details.add.()CountryId
,,,paymentUpdateAddressEnabled
creditCardVerveAddWithUpdateAddressEnabled,,,creditCardVerveAddWithUpdateAddressEnabledPage
,,,creditCardAddressPage
creditCardVerveAddWithUpdateAddressEnabledPageSequence,,,acceptedVerveCardGroup
,,,paymentMethod.credit_card_add_details.add.()CountryId
,,,paymentUpdateAddressEnabled
creditCardEloAddWithUpdateAddressDisabled,,,creditCardEloAddWithUpdateAddressDisabledPage
,,,creditCardAddressPage
creditCardEloAddWithUpdateAddressDisabledPageSequence,,,acceptedEloCardGroup
,,,paymentMethod.credit_card_add_details.add.()CountryId
,,,paymentUpdateAddressDisabled
creditCardHipercardAddWithUpdateAddressDisabled,,,creditCardHipercardAddWithUpdateAddressDisabledPage
,,,creditCardAddressPage
creditCardHipercardAddWithUpdateAddressDisabledPageSequence,,,acceptedHipercardCardGroup
,,,paymentMethod.credit_card_add_details.add.()CountryId
,,,paymentUpdateAddressDisabled
creditCardVerveAddWithUpdateAddressDisabled,,,creditCardVerveAddWithUpdateAddressDisabledPage
,,,creditCardAddressPage
creditCardVerveAddWithUpdateAddressDisabledPageSequence,,,acceptedVerveCardGroup
,,,paymentMethod.credit_card_add_details.add.()CountryId
,,,paymentUpdateAddressDisabled
acceptedEloCardGroupSequence,,,accept_card_message
,,,creditCardEloLogo
acceptedHipercardCardGroupSequence,,,accept_card_message
,,,creditCardHiperLogo
acceptedVerveCardGroupSequence,,,accept_card_message
,,,creditCardVerveLogo
expirySequence,,,expiryMonthGroup
,,,expiryYearGroup
expiryMonthGroupSequence,,,expiryMonth
expiryYearGroupSequence,,,expiryYear
cvvHelpSequence,,,creditCardsCVV3Image
,,,creditCardsCVV3LocationText
,,,creditCardsCVV4Image
,,,creditCardsCVV4LocationText
addressA1A2A3CtStPcCo,{}A1A2A3CtStPcCo,,addressLine1
,{}A1A2A3CtStPcCo,,addressLine2
,{}A1A2A3CtStPcCo,,addressLine3
,{}A1A2A3CtStPcCo,,addressCity
,{}A1A2A3CtStPcCo,enableZipCodeStateGrouping,addressStatePostalCodeGroup
,{}A1A2A3CtStPcCo,!enableZipCodeStateGrouping,addressStateGroup
,{}A1A2A3CtStPcCo,!enableZipCodeStateGrouping,addressPostalCodeGroup
,{}A1A2A3CtStPcCo,,addressCountry
addressA1A2CtCnPcCo,{}A1A2CtCnPcCo,,addressLine1
,{}A1A2CtCnPcCo,,addressLine2
,{}A1A2CtCnPcCo,,addressCity
,{}A1A2CtCnPcCo,,addressCounty
,{}A1A2CtCnPcCo,,addressPostalCodeGroup
,{}A1A2CtCnPcCo,,addressCountry
addressA1A2CtCo,{}A1A2CtCo,,addressLine1
,{}A1A2CtCo,,addressLine2
,{}A1A2CtCo,,addressCity
,{}A1A2CtCo,,addressCountry
addressA1A2CtDtPcCo,{}A1A2CtDtPcCo,,addressLine1
,{}A1A2CtDtPcCo,,addressLine2
,{}A1A2CtDtPcCo,,addressCity
,{}A1A2CtDtPcCo,,addressPostalCodeGroup
,{}A1A2CtDtPcCo,,addressCountry
addressA1A2CtPcCo,{}A1A2CtPcCo,,addressLine1
,{}A1A2CtPcCo,,addressLine2
,{}A1A2CtPcCo,,addressCity
,{}A1A2CtPcCo,,addressPostalCodeGroup
,{}A1A2CtPcCo,,addressCountry
addressA1A2CtPcStCo,{}A1A2CtPcStCo,,addressLine1
,{}A1A2CtPcStCo,,addressLine2
,{}A1A2CtPcStCo,,addressCity
,{}A1A2CtPcStCo,enableZipCodeStateGrouping,addressPostalCodeStateGroup
,{}A1A2CtPcStCo,!enableZipCodeStateGrouping,addressPostalCodeGroup
,{}A1A2CtPcStCo,!enableZipCodeStateGrouping,addressStateGroup
,{}A1A2CtPcStCo,,addressCountry
addressA1A2CtPvPcCo,{}A1A2CtPvPcCo,,addressLine1
,{}A1A2CtPvPcCo,,addressLine2
,{}A1A2CtPvPcCo,,addressCity
,{}A1A2CtPvPcCo,enableZipCodeStateGrouping,addressProvincePostalCodeGroup
,{}A1A2CtPvPcCo,!enableZipCodeStateGrouping,addressProvince
,{}A1A2CtPvPcCo,!enableZipCodeStateGrouping,addressPostalCodeGroup
,{}A1A2CtPvPcCo,,addressCountry
addressA1A2PcPvCtCo,{}A1A2PcPvCtCo,,addressLine1
,{}A1A2PcPvCtCo,,addressLine2
,{}A1A2PcPvCtCo,enableZipCodeStateGrouping,addressPostalCodeProvinceGroup
,{}A1A2PcPvCtCo,!enableZipCodeStateGrouping,addressPostalCodeGroup
,{}A1A2PcPvCtCo,!enableZipCodeStateGrouping,addressProvince
,{}A1A2PcPvCtCo,,addressCity
,{}A1A2PcPvCtCo,,addressCountry
addressA1A2CtStPcCo,{}A1A2CtStPcCo,,addressLine1
,{}A1A2CtStPcCo,,addressLine2
,{}A1A2CtStPcCo,,addressCity
,{}A1A2CtStPcCo,enableZipCodeStateGrouping,addressStatePostalCodeGroup
,{}A1A2CtStPcCo,!enableZipCodeStateGrouping,addressStateGroup
,{}A1A2CtStPcCo,!enableZipCodeStateGrouping,addressPostalCodeGroup
,{}A1A2CtStPcCo,,addressCountry
addressA1A2PcStCtCo,{}A1A2PcStCtCo,,addressLine1
,{}A1A2PcStCtCo,,addressLine2
,{}A1A2PcStCtCo,enableZipCodeStateGrouping,addressPostalCodeStateGroup
,{}A1A2PcStCtCo,!enableZipCodeStateGrouping,addressPostalCodeGroup
,{}A1A2PcStCtCo,!enableZipCodeStateGrouping,addressStateGroup
,{}A1A2PcStCtCo,,addressCity
,{}A1A2PcStCtCo,,addressCountry
addressA1A2DtCtStPcCo,{}A1A2DtCtStPcCo,,addressLine1
,{}A1A2DtCtStPcCo,,addressLine2
,{}A1A2DtCtStPcCo,,addressCity
,{}A1A2DtCtStPcCo,enableZipCodeStateGrouping,addressStatePostalCodeGroup
,{}A1A2DtCtStPcCo,!enableZipCodeStateGrouping,addressStateGroup
,{}A1A2DtCtStPcCo,!enableZipCodeStateGrouping,addressPostalCodeGroup
,{}A1A2DtCtStPcCo,,addressCountry
addressA1A2PcCtCo,{}A1A2PcCtCo,,addressLine1
,{}A1A2PcCtCo,,addressLine2
,{}A1A2PcCtCo,,addressPostalCodeGroup
,{}A1A2PcCtCo,,addressCity
,{}A1A2PcCtCo,,addressCountry
addressA1CtPcCo,{}A1CtPcCo,,addressLine1
,{}A1CtPcCo,,addressCity
,{}A1CtPcCo,,addressPostalCodeGroup
,{}A1CtPcCo,,addressCountry
addressA1CtPcStCo,{}A1CtPcStCo,,addressLine1
,{}A1CtPcStCo,,addressCity
,{}A1CtPcStCo,enableZipCodeStateGrouping,addressPostalCodeStateGroup
,{}A1CtPcStCo,!enableZipCodeStateGrouping,addressPostalCodeGroup
,{}A1CtPcStCo,!enableZipCodeStateGrouping,addressStateGroup
,{}A1CtPcStCo,,addressCountry
addressCoCtA1A2,{}CoCtA1A2,,addressCountry
,{}CoCtA1A2,,addressCity
,{}CoCtA1A2,,addressLine1
,{}CoCtA1A2,,addressLine2
addressCoPcStCtA1A2,{}CoPcStCtA1A2,,addressCountry
,{}CoPcStCtA1A2,enableZipCodeStateGrouping,addressPostalCodeStateGroup
,{}CoPcStCtA1A2,!enableZipCodeStateGrouping,addressPostalCodeGroup
,{}CoPcStCtA1A2,!enableZipCodeStateGrouping,addressStateGroup
,{}CoPcStCtA1A2,,addressCity
,{}CoPcStCtA1A2,,addressLine1
,{}CoPcStCtA1A2,,addressLine2
addressCoPvCtDtA1A2Pc,{}CoPvCtDtA1A2Pc,,addressCountry
,{}CoPvCtDtA1A2Pc,,addressProvince
,{}CoPvCtDtA1A2Pc,,addressCity
,{}CoPvCtDtA1A2Pc,,addressLine1
,{}CoPvCtDtA1A2Pc,,addressLine2
,{}CoPvCtDtA1A2Pc,,addressPostalCodeGroup
addressPcStCtA1A2Co,{}PcStCtA1A2Co,enableZipCodeStateGrouping,addressPostalCodeStateGroup
addressPcStCtA1A2Co,{}PcStCtA1A2Co,!enableZipCodeStateGrouping,addressPostalCodeGroup
,{}PcStCtA1A2Co,!enableZipCodeStateGrouping,addressStateGroup
,{}PcStCtA1A2Co,,addressCity
,{}PcStCtA1A2Co,,addressLine1
,{}PcStCtA1A2Co,,addressLine2
,{}PcStCtA1A2Co,,addressCountry
addressStatePostalCodeGroupSequence,,,addressStateInline
,,,addressPostalCode
addressPostalCodeStateGroupSequence,,,addressPostalCode
,,,addressStateInline
addressProvincePostalCodeGroupSequence,,,addressProvinceInline
,,,addressPostalCode
addressPostalCodeProvinceGroupSequence,,,addressPostalCode
,,,addressProvinceInline
cancelBackNextGroupSequence,,,cancelBackButton
,,,nextButton
cancelNextGroupSequence,,,cancelButton
,,,nextButton
cancelBackSaveGroupSequence,,,backButton
,,,saveButton
microsoftPrivacyTextGroupSequence,,,microsoft_privacy_static_text
,,,space
,,,privacyStatement
,,,staticPeriodText
starRequiredTextGroupSequence,,,starLabel
,,,space
,,,requiredText
cvvGroupSequence,,,cvv
addressStateGroupSequence,,,addressState
addressPostalCodeGroupSequence,,,addressPostalCode
creditCardAddressPageSequence,,,creditCardAddressHeading
,,,starRequiredTextGroup
,,,noProfileAddressText
,,,address.internal.()Operation.()CountryId
,,,paymentOptionSaveText
,,,microsoftPrivacyTextGroup
,,enableAddtionalFooter,additionalFooterPlaceHolder
,,,pidlContainer
,,,cancelBackSaveGroup
