PropertyHintId,CountryIds,TagKey,TagValue
,,help.accessibilityName,Card Logos
creditCardEloLogo,,accessibilityName,Elo
,,logoBlock,logoBlock
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,Card Logos
creditCardVerveLogo,,accessibilityName,Verve
,,logoBlock,logoBlock
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,Card Logos
cardholderName,,accessibilityName,Name on card
cardNumber,,accessibilityName,Card number
,,maxLengthMessage,Maximum length for card number field reached.
secureCardNumber,,accessibilityName,Card number
,,maxLengthMessage,Maximum length for card number field reached.
cardNumberAmex,,accessibilityName,Card number
,,maxLengthMessage,Maximum length for card number field reached.
secureCardNumberAmex,,accessibilityName,Card number
,,maxLengthMessage,Maximum length for card number field reached.
cvv,,accessibilityName,CVV
,,col-3,col-3
,,help.dialog-large,dialog-large
,,maxLengthMessage,Maximum length for CVV field reached.
,,help.closeButtonAccessibilityName,"CVV is the Card Verification Value on your credit or debit card. On Visa, MasterCard and Discover cards, CVV is the last 3 numbers on the back of your card. On American Express cards, CVV is a 4 digit number on the front of the card, above the main card number. Close."
,,help.accessibilityName,''
secureCvv,,accessibilityName,CVV
,,col-3,col-3
,,help.dialog-large,dialog-large
,,maxLengthMessage,Maximum length for CVV field reached.
,,help.closeButtonAccessibilityName,"CVV is the Card Verification Value on your credit or debit card. On Visa, MasterCard and Discover cards, CVV is the last 3 numbers on the back of your card. On American Express cards, CVV is a 4 digit number on the front of the card, above the main card number. Close."
,,help.accessibilityName,''
,,help.linkAccessibilityName,What is a CVV?
cvv3,,accessibilityName,CVV
,,col-3,col-3
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,CVV
secureCvv3,,accessibilityName,CVV
,,col-3,col-3
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,CVV
cvv4,,accessibilityName,CVV
,,col-3,col-3
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,CVV
secureCvv4,,accessibilityName,CVV
,,col-3,col-3
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,CVV
creditCardsCVV3Image,,accessibilityName,Card verification code location image
creditCardsCVV4Image,,accessibilityName,Card verification code location image for Amex card
addressLine1,,accessibilityName,Address line 1
addressLine2,,accessibilityName,Address line 2 (Optional)
addressLine3,,accessibilityName,Address line 3
addressCity,,accessibilityName,City
addressCounty,,accessibilityName,County (Optional)
addressPostalCode,{}AddressPostalCodeM,accessibilityName,Postal Code
addressPostalCode,{}AddressPostalCodeO,accessibilityName,Postal Code (Optional)
addressPostalCode,US,accessibilityName,Zip code
addressPostalCodeInline,{}AddressPostalCodeM,accessibilityName,Postal Code
addressPostalCodeInline,{}AddressPostalCodeO,accessibilityName,Postal Code (Optional)
addressPostalCodeInline,US,accessibilityName,Zip code
cancelButton,,accessibilityName,Cancel
nextButton,,accessibilityName,Next
closeButton,,accessibilityName,Close
anonymousSaveButton,,accessibilityName,Save
profileOrganizationLegalTextLine1,,warning,text-warning
profileOrganizationLegalTextLine2,,warning,text-warning
addressSummaryGroup,,summary-group,summary-group
microsoftPrivacyTextGroup,,privacy-text-group,privacy-text-group
noProfileAddressText,,bold,text-bold
paymentInstrumentItemCCHolderNameLabel,,detailsLabel,detailsLabel
paymentInstrumentItemCCLastFourLabel,,detailsLabel,detailsLabel
paymentInstrumentItemCCExpiryLabel,,detailsLabel,detailsLabel
paymentInstrumentItemAddressLabel,,detailsLabel,detailsLabel
paymentInstrumentItemCCHolderNameSet,,detailsSet,detailsSet
paymentInstrumentItemCCLastFourSet,,detailsSet,detailsSet
paymentInstrumentItemCCExpirySet,,detailsSet,detailsSet
paymentInstrumentItemAddressSet,,detailsSet,detailsSet
paymentInstrumentItemCCGroup,,piGroup,piGroup
,,ccGroup,ccGroup
paymentInstrumentItemCCImageAndActionsGroup,,imageAndActionsGroup,imageAndActionsGroup
,,ccImageAndActionsGroup,ccImageAndActionsGroup
paymentInstrumentItemCCDetailsGroup,,detailsGroup,detailsGroup
,,ccDetailsGroup,ccDetailsGroup
paymentInstrumentItemCCOrderSubsGroup,,orderSubsGroup,orderSubsGroup
,,ccOrderSubsGroup,ccOrderSubsGroup
paymentInstrumentItemCCSubscriptions,,subscriptionsGroup,subscriptionsGroup
,,ccSubscriptions,ccSubscriptions
paymentInstrumentItemCCOrders,,ordersGroup,ordersGroup
,,ccOrders,ccOrders
paymentInstrumentItemCCOrderGroup,,order,order
,,ccOrder,ccOrder
paymentInstrumentItemCCOrderTotalAmount,,orderTotalAmount,orderTotalAmount
,,ccOrderTotalAmount,ccOrderTotalAmount
paymentInstrumentItemCCOrderLastFour,,orderLastFour,orderLastFour
,,ccOrderLastFour,ccOrderLastFour
paymentInstrumentItemCCOrderPlacedDate,,orderPlacedDate,orderPlacedDate
,,ccOrderPlacedDate,ccOrderPlacedDate
paymentInstrumentItemCCSubscriptionsLabel,,subscriptionsLabel,subscriptionsLabel
,,ccSubscriptionsLabel,ccSubscriptionsLabel
paymentInstrumentItemCCSubscriptionTitle,,subscriptionTitle,subscriptionTitle
,,ccSubscriptionTitle,ccSubscriptionTitle
paymentInstrumentItemCCSubscriptionLastFour,,subscriptionLastFour,subscriptionLastFour
,,ccSubscriptionLastFour,ccSubscriptionLastFour
paymentInstrumentItemCCSubscriptionGroup,,subscription,subscription
,,ccSubscription,ccSubscription
paymentInstrumentItemCCSubscriptionsList,,subscriptionsList,subscriptionsList
,,ccSubscriptionsList,ccSubscriptionsList
paymentInstrumentItemCCmanageSubscriptionsLink,,manageSubscriptionsLink,manageSubscriptionsLink
,,ccManageSubscriptionsLink,ccManageSubscriptionsLink
paymentInstrumentItemCCOrdersLabel,,ordersLabel,ordersLabel
,,ccOrdersLabel,ccOrdersLabel
paymentInstrumentItemCCOrderLink,,orderLink,orderLink
,,ccOrderLink,ccOrderLink
paymentInstrumentItemCCOrdersList,,ordersList,ordersList
,,ccOrdersList,ccOrdersList
paymentInstrumentItemVisaImage,,piImage,piImage
,,ccImage,ccImage
paymentInstrumentItemMastercardImage,,piImage,piImage
,,ccImage,ccImage
paymentInstrumentItemDiscoverImage,,piImage,piImage
,,ccImage,ccImage
paymentInstrumentItemAmexImage,,piImage,piImage
,,ccImage,ccImage
paymentInstrumentItemJCBImage,,piImage,piImage
,,ccImage,ccImage
paymentInstrumentItemCCExpired,,warning,text-warning
paymentInstrumentItemCCExpired,,cardExpired,cardExpired
expiryGroup,,pidlReact.fluent-ui.columnGap.15,pidlReact.fluent-ui.columnGap.15
paymentSummaryText,,summaryText,summaryText
cancelSaveGroup,,submitGroup,submitGroup
cancelSubmitGroup,,submitGroup,submitGroup
cancelSaveNextGroup,,submitGroup,submitGroup
cancelGroup,,cancelGroup,cancelGroup
paymentSelectionImage,,paymentSelectionImage,payment-selection-image
paymentInstrumentDisplay,,paymentInstrumentDisplay,payment-instrument-display
challengecvvSecurityCode,,accessibilityName,Security code
addressEnteredMessage,,pidlReact.labelText,pidlReact.labelText
addressRecommandationMessage,,pidlReact.labelText,pidlReact.labelText
genericNextString,,bold,text-bold
genericredirectMessageLine2Text2,,bold,text-bold
addressStateGroup,,pidlReact.fluent-ui.width.50%,pidlReact.fluent-ui.width.50%
expiryMonthGroup,,pidlReact.fluent-ui.width.100%,pidlReact.fluent-ui.width.100%
expiryYearGroup,,pidlReact.fluent-ui.width.120%,pidlReact.fluent-ui.width.120%
cvvGroup,,pidlReact.fluent-ui.width.25%,pidlReact.fluent-ui.width.25%
starLabel,,starLabel,starLabel
addressCheckbox,,accessibilityName,Same as billing address
challengeCardLogo,,noPidlddc,pidlddc-assertive-live
paymentInstrumentItemCheckGroup,,pidlReact.office-fabric.columnGap.10,pidlReact.office-fabric.columnGap.10
paymentInstrumentItemNonCCNonCheckGroup,,pidlReact.office-fabric.columnGap.10,pidlReact.office-fabric.columnGap.10
paymentInstrumentItemCCV2Group,,pidlReact.office-fabric.columnGap.10,pidlReact.office-fabric.columnGap.10
