PropertyHintId,CountryIds,TagKey,TagValue
addressProvinceRoobe,tr,accessibilityName,Province (Optional)
,tr,theme,windows
,tr,col-6,col-6
addressProvinceRoobe,ve,accessibilityName,Province (Optional)
,ve,theme,windows
,ve,col-6,col-6
addressCountryRoobe,,theme,windows
,,accessibilityName,Country/Region
,,col-6,col-6
addressFirstNameRoobe,,accessibilityName,First name
,,col-4,col-4
addressMiddleNameRoobe,,accessibilityName,Middle name
,,col-4,col-4
addressLastNameRoobe,,accessibilityName,Last name
,,col-4,col-4
idealBillingAgreementSelectBank,,theme,windows
,,full-height,full-height
creditCardVisaLogo,,accessibilityName,Visa
creditCardAmexLogo,,accessibilityName,American Express
creditCardMCLogo,,accessibilityName,MasterCard
creditCardDiscoverLogo,,accessibilityName,Discover Network
creditCardJCBLogo,,accessibilityName,JCB
,,logo-large,logo-large
,,parent.floatX-right,floatX-right
creditCardHiperLogo,,accessibilityName,Hipercard
,,logoBlock,logoBlock
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,Card Logos
attLogo,,accessibilityName,AT&T
sptLogo,,accessibilityName,Sprint
cardholderName,,accessibilityName,Name on card
cardholderNameRoobe,,accessibilityName,Name on card
cardNumber,,accessibilityName,Card number
,,maxLengthMessage,Maximum length for card number field reached.
cardNumberRoobe,,accessibilityName,Card number
,,maxLengthMessage,Maximum length for card number field reached.
cardNumberAmex,,accessibilityName,Card number
,,maxLengthMessage,Maximum length for card number field reached.
cardNumberAmexRoobe,,accessibilityName,Card number
,,maxLengthMessage,Maximum length for card number field reached.
cardNumberCup,,accessibilityName,Card number
,,maxLengthMessage,Maximum length for card number field reached.
lastFourDigits,,accessibilityName,Last four digits of card number
cvv,,accessibilityName,CVV
,,col-3,col-3
,,help.dialog-large,dialog-large
,,maxLengthMessage,Maximum length for CVV field reached.
,,help.closeButtonAccessibilityName,"CVV is the Card Verification Value on your credit or debit card. On Visa, MasterCard and Discover cards, CVV is the last 3 numbers on the back of your card. On American Express cards, CVV is a 4 digit number on the front of the card, above the main card number. Close."
,,help.accessibilityName,''
,,help.linkAccessibilityName,What is a CVV?
cvvRoobe,,accessibilityName,CVV
,,col-3,col-3
,,help.dialog-large,dialog-large
,,maxLengthMessage,Maximum length for CVV field reached.
,,help.closeButtonAccessibilityName,"CVV is the Card Verification Value on your credit or debit card. On Visa, MasterCard and Discover cards, CVV is the last 3 numbers on the back of your card. On American Express cards, CVV is a 4 digit number on the front of the card, above the main card number. Close."
,,help.accessibilityName,''
,,help.linkAccessibilityName,What is a CVV?
cvvCup,,accessibilityName,CV/N2
,,col-3,col-3
,,help.dialog-medium,dialog-medium
,,maxLengthMessage,Maximum length for field reached.
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,CV/N2
cvv3,,accessibilityName,CVV
,,col-3,col-3
,,maxLengthMessage,Maximum length for CVV field reached.
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,CVV
cvv4,,accessibilityName,CVV
,,col-3,col-3
,,maxLengthMessage,Maximum length for CVV field reached.
,,help.closeButtonAccessibilityName,Close
,,help.accessibilityName,CVV
creditCardsCVV3Image,,accessibilityName,Card verification code location image
creditCardsCVV4Image,,accessibilityName,Card verification code location image for Amex card
cupPhoneNumber,,accessibilityName,Bank associated Mobile Number
smsChallengeCode,,accessibilityName,Enter the code
smsNewCodeLink,,accessibilityName,Send me a new code
microsoft_privacy_link,,accessibilityName,privacy statement
paymentChangeButton,,accessibilityName,Change
,,action-trigger,action-trigger
paymentAccountsLink,,accessibilityName,account.microsoft.com
addressLine1,,accessibilityName,Address line 1
addressLine2,,accessibilityName,Address line 2 (Optional)
addressLine3,,accessibilityName,Address line 3
addressCity,,accessibilityName,City
,,parent.col-6,col-6
addressCounty,,accessibilityName,County (Optional)
addressPostalCode,{}AddressPostalCodeM,accessibilityName,Postal Code
,{}AddressPostalCodeM,parent.col-6,col-6
addressPostalCode,{}AddressPostalCodeO,accessibilityName,Postal Code (Optional)
,{}AddressPostalCodeO,parent.col-6,col-6
addressPostalCode,US,accessibilityName,ZIP code
,US,parent.col-6,col-6
addressLine1Roobe,,accessibilityName,Address line 1
addressLine2Roobe,,accessibilityName,Address line 2 (Optional)
addressLine3Roobe,,accessibilityName,Address line 3
addressCityRoobe,,accessibilityName,City
,,parent.col-6,col-6
addressCountyRoobe,,accessibilityName,County (Optional)
addressPostalCodeRoobe,{}AddressPostalCodeM,accessibilityName,Postal Code
,{}AddressPostalCodeM,parent.col-6,col-6
addressPostalCodeRoobe,{}AddressPostalCodeO,accessibilityName,Postal Code (Optional)
,{}AddressPostalCodeO,parent.col-6,col-6
addressPostalCodeRoobe,US,accessibilityName,ZIP code
,US,parent.col-6,col-6
submitButton,,accessibilityName,Next
saveButton,,accessibilityName,Save
cancelButton,,accessibilityName,Cancel
nextButton,,accessibilityName,Next
cancelBackButton,,accessibilityName,Back
backButton,,accessibilityName,Back
previousButton,,accessibilityName,Previous
successButton,,accessibilityName,Next
yesButton,,accessibilityName,Yes
okButton,,accessibilityName,Ok
okNextButton,,accessibilityName,Ok
agreeAndContinueButton,,accessibilityName,Agree and Continue
taxCpfProperty,,accessibilityName,CPF
taxCnpjProperty,,accessibilityName,CNPJ
taxVatIdProperty,,accessibilityName,Tax ID
taxIndiaStateCstIdProperty,,accessibilityName,CST ID
taxIndiaStateVatIdProperty,,accessibilityName,VAT ID
taxIndiaStateGstIdProperty,,accessibilityName,GST ID
taxIndiaPanIdProperty,,accessibilityName,PAN ID
taxVatIdProperty,,accessibilityName,VAT ID
taxCanadianFederalExemptProperty,,accessibilityName,Canadian Federal Tax Exempt Certificate No.
taxCanadianProvinceExemptProperty,,accessibilityName,Canadian Province Tax Exempt Certificate No.
taxUsExemptProperty,,accessibilityName,US Tax Exempt Certificate No.
taxVatIdProperty,au,accessibilityName,ABN
taxVatIdProperty,nz,accessibilityName,GST Registration No.
directDebitAchAccountholderName,,accessibilityName,Name on account
directDebitAchAccountType,,theme,windows
,,accessibilityName,Type
directDebitAchAccount,,accessibilityName,Account number
,,col-9,col-9
,,help.closeButtonAccessibilityName,This is the account number on the check. Close.
,,help.accessibilityName,''
,,help.linkAccessibilityName,What is an account number?
directDebitAchBankCode,,accessibilityName,Routing number
,,col-9,col-9
,,help.closeButtonAccessibilityName,This is the routing number on the check. Close.
,,help.accessibilityName,''
,,help.linkAccessibilityName,What is a routing number?
achAccountNumberImage,,accessibilityName,Account number
achRoutingNumberImage,,accessibilityName,Routing number
achTermCheckbox,,accessibilityName,"By registering or selecting your bank account as your payment method, you authorize Microsoft (or its agent) to initiate one or more debits for the total amount (including applicable taxes, fees and shipping costs) of your purchase or subscription charge (in accordance with the terms of your subscription service) from your bank account (and, if necessary, initiate one or more credits to your bank account to correct errors, issue a refund or similar purpose), and you authorize the financial institution that holds your bank account to deduct such debits or accept such credits.  You understand that this authorization will remain in full force and effect until you remove your bank account information from your Microsoft account or Skype account."
directDebitAchChallengeAmount,,accessibilityName,Enter the deposit amount
directDebitSepaAccountholderName,,accessibilityName,Name on account
directDebitSepaAccount,,accessibilityName,IBAN number
directDebitSepaBankCode,,accessibilityName,BIC
directDebitSepaBankName,,accessibilityName,Bank name
directDebitSepaPopupText,,bold,text-bold
directDebitSepaChallengeAmount,,accessibilityName,Enter the deposit amount
yesNextButton,,accessibilityName,Next
saveNextButton,,accessibilityName,Next
creditCardsummaryGroup,,summary-group,summary-group
creditCardUpdatesummaryGroup,,summary-group,summary-group
creditCardCupsummaryGroup,,summary-group,summary-group
debitCardCupsummaryGroup,,summary-group,summary-group
creditCardCupUpdatesummaryGroup,,summary-group,summary-group
debitCardCupUpdatesummaryGroup,,summary-group,summary-group
directDebitAchsummaryGroup,,summary-group,summary-group
directDebitAchsummaryAddressGroup,,summary-group,summary-group
directDebitSepasummaryGroup,,summary-group,summary-group
directDebitSepasummaryAddressGroup,,summary-group,summary-group
addressSummaryGroup,,summary-group,summary-group
idealBillingAgreementText2,,bold,text-bold
idealredirectMessageLine2Text2,,bold,text-bold
idealBillingAgreementTextGroup,,bottom-text,bottom-text
directDebitChallengeSubheading,,subheading-text,subheading-text
microsoftPrivacyTextGroup,,privacy-text-group,privacy-text-group
cancelButtonFullSize,,accessibilityName,Cancel
,,button-full-width,button-full-width
idealYesButton,,accessibilityName,Yes
sepaYesButton,,accessibilityName,"Yes, let's wrap things up"
,,button-full-width,button-full-width
sepaTryAgainButton,,accessibilityName,"No, I want to try again"
,,button-full-width,button-full-width
non_sim_mobi_phone_operator,,accessibilityName,Pick your mobile operator
,,theme,windows
non_sim_mobi_phone_number,,accessibilityName,Your Phone Number
alipayBillingAgreementAccountType,,accessibilityName,Alipay account type
,,theme,windows
alipayBillingAgreementAccountId,,accessibilityName,Alipay account
alipayBillingAgreementPhone,,accessibilityName,Alipay associated mobile number
alipayBillingAgreementLastFiveCertNo,,accessibilityName,National ID last 5 digits
alipayBillingAgreementTOULink,,accessibilityName,Alipay Terms Of Use
alipayBillingAgreementFooterStaticText2,,bold,text-bold
non_sim_mobi_footer2,,bold,text-bold
noProfileAddressText,,bold,text-bold
directDebitSepaSummaryPageInfoText,,bold,text-bold
directDebitAchSummaryPageInfoText,,bold,text-bold
paymentMethod,,accessibilityName,Select a payment type
,,theme,windows
paymentInstrument,,accessibilityName,Pick a way to pay
,,theme,windows
changeInstanceButton,,accessibilityName,Change
,,action-trigger,action-trigger
skipForNowButton,,accessibilityName,Skip for now
,,action-trigger,action-trigger
privacyStatementButton,,accessibilityName,Privacy statement
,,action-trigger,action-trigger
privacyStatementButtonRoobe,,accessibilityName,Privacy statement
,,action-trigger,action-trigger
privacyCookiesButton,,accessibilityName,Privacy & Cookies
,,action-trigger,action-trigger
nextButtonPidlPayload,,accessibilityName,Next
paypalText2,,bold,text-bold
aliPayQrCodeChallengeImage,,image-large,image-large
aliPayQrCodeChallengeImage,,accessibilityName,Alipay QR code
,,image-qrCode,image-qrCode
,,image-alipayQrCode,image-alipayQrCode
alipayContinueButton,,accessibilityName,Continue
profileOrganizationCompanyNameProperty,,accessibilityName,Company name
profileOrganizationEmailAddressProperty,,accessibilityName,Email address
profileOrganizationCompanyNamePropertyRoobe,,accessibilityName,Company name
profileOrganizationEmailAddressPropertyRoobe,,accessibilityName,Email address
newPaymentMethodLink,,accessibilityName,Add a new payment method
,,action-trigger,action-trigger
,,button-full-width,button-full-width
